County_State,County,State,Year,Unemployment_Rate
"Davidson County, TN",Davidson County,Tennessee,2011,7.6
"Davidson County, TN",Davidson County,Tennessee,2012,6.3
"Davidson County, TN",Davidson County,Tennessee,2013,5.9
"Davidson County, TN",Davidson County,Tennessee,2014,5
"Davidson County, TN",Davidson County,Tennessee,2015,4.3
"Davie County, NC",Davie County,North Carolina,2010,11.7
"Davie County, NC",Davie County,North Carolina,2011,10.6
"Davie County, NC",Davie County,North Carolina,2012,9.3
"Davie County, NC",Davie County,North Carolina,2013,7.3
"Davie County, NC",Davie County,North Carolina,2014,5.7
"Davie County, NC",Davie County,North Carolina,2015,5
"Daviess County, IN",Daviess County,Indiana,2010,6.3
"Daviess County, IN",Daviess County,Indiana,2011,6
"Daviess County, IN",Daviess County,Indiana,2012,5.9
"Daviess County, IN",Daviess County,Indiana,2013,5.5
"Daviess County, IN",Daviess County,Indiana,2014,4.5
"Daviess County, IN",Daviess County,Indiana,2015,3.8
"Daviess County, KY",Daviess County,Kentucky,2010,9.4
"Daviess County, KY",Daviess County,Kentucky,2011,8.3
"Daviess County, KY",Daviess County,Kentucky,2012,7
"Daviess County, KY",Daviess County,Kentucky,2013,6.8
"Daviess County, KY",Daviess County,Kentucky,2014,5.6
"Daviess County, KY",Daviess County,Kentucky,2015,4.5
"Daviess County, MO",Daviess County,Missouri,2010,9.7
"Daviess County, MO",Daviess County,Missouri,2011,9.1
"Daviess County, MO",Daviess County,Missouri,2012,7.2
"Daviess County, MO",Daviess County,Missouri,2013,6.3
"Daviess County, MO",Daviess County,Missouri,2014,5.8
"Daviess County, MO",Daviess County,Missouri,2015,4.7
"Davis County, IA",Davis County,Iowa,2010,7.3
"Davis County, IA",Davis County,Iowa,2011,6.2
"Davis County, IA",Davis County,Iowa,2012,5.8
"Davis County, IA",Davis County,Iowa,2013,5.5
"Davis County, IA",Davis County,Iowa,2014,5.1
"Davis County, IA",Davis County,Iowa,2015,4.4
"Davis County, UT",Davis County,Utah,2010,7.1
"Davis County, UT",Davis County,Utah,2011,6.3
"Davis County, UT",Davis County,Utah,2012,4.3
"Davis County, UT",Davis County,Utah,2013,3.9
"Davis County, UT",Davis County,Utah,2014,3.4
"Davis County, UT",Davis County,Utah,2015,3.3
"Davison County, SD",Davison County,South Dakota,2010,4.4
"Davison County, SD",Davison County,South Dakota,2011,3.8
"Davison County, SD",Davison County,South Dakota,2012,3.2
"Davison County, SD",Davison County,South Dakota,2013,3.1
"Davison County, SD",Davison County,South Dakota,2014,2.7
"Davison County, SD",Davison County,South Dakota,2015,2.5
"Dawes County, NE",Dawes County,Nebraska,2010,4
"Dawes County, NE",Dawes County,Nebraska,2011,3.9
"Dawes County, NE",Dawes County,Nebraska,2012,3.6
"Dawes County, NE",Dawes County,Nebraska,2013,3.5
"Dawes County, NE",Dawes County,Nebraska,2014,2.9
"Dawes County, NE",Dawes County,Nebraska,2015,2.6
"Dawson County, GA",Dawson County,Georgia,2010,11
"Dawson County, GA",Dawson County,Georgia,2011,10.1
"Dawson County, GA",Dawson County,Georgia,2012,8.4
"Dawson County, GA",Dawson County,Georgia,2013,7.3
"Dawson County, GA",Dawson County,Georgia,2014,6.1
"Dawson County, GA",Dawson County,Georgia,2015,5.2
"Dawson County, MT",Dawson County,Montana,2010,4.1
"Dawson County, MT",Dawson County,Montana,2011,3.5
"Dawson County, MT",Dawson County,Montana,2012,3.2
"Dawson County, MT",Dawson County,Montana,2013,3.1
"Dawson County, MT",Dawson County,Montana,2014,2.6
"Dawson County, MT",Dawson County,Montana,2015,3.2
"Dawson County, NE",Dawson County,Nebraska,2010,5
"Dawson County, NE",Dawson County,Nebraska,2011,5
"Dawson County, NE",Dawson County,Nebraska,2012,4.2
"Dawson County, NE",Dawson County,Nebraska,2013,3.7
"Dawson County, NE",Dawson County,Nebraska,2014,3.4
"Dawson County, NE",Dawson County,Nebraska,2015,3.2
"Dawson County, TX",Dawson County,Texas,2010,7.7
"Dawson County, TX",Dawson County,Texas,2011,7.7
"Dawson County, TX",Dawson County,Texas,2012,6.4
"Dawson County, TX",Dawson County,Texas,2013,6.4
"Dawson County, TX",Dawson County,Texas,2014,4.9
"Dawson County, TX",Dawson County,Texas,2015,4.6
"Day County, SD",Day County,South Dakota,2010,6.6
"Day County, SD",Day County,South Dakota,2011,6.3
"Day County, SD",Day County,South Dakota,2012,5.5
"Day County, SD",Day County,South Dakota,2013,5.1
"Day County, SD",Day County,South Dakota,2014,5.2
"Day County, SD",Day County,South Dakota,2015,4.9
"De Baca County, NM",De Baca County,New Mexico,2010,5.7
"De Baca County, NM",De Baca County,New Mexico,2011,4.9
"De Baca County, NM",De Baca County,New Mexico,2012,4.2
"De Baca County, NM",De Baca County,New Mexico,2013,4.5
"De Baca County, NM",De Baca County,New Mexico,2014,4.6
"De Baca County, NM",De Baca County,New Mexico,2015,5.1
"De Soto Parish, LA",De Soto Parish,Louisiana,2010,8.3
"De Soto Parish, LA",De Soto Parish,Louisiana,2011,8
"De Soto Parish, LA",De Soto Parish,Louisiana,2012,8.6
"De Soto Parish, LA",De Soto Parish,Louisiana,2013,8.5
"De Soto Parish, LA",De Soto Parish,Louisiana,2014,7.9
"De Soto Parish, LA",De Soto Parish,Louisiana,2015,7.9
"De Witt County, IL",De Witt County,Illinois,2010,8.8
"De Witt County, IL",De Witt County,Illinois,2011,8.5
"De Witt County, IL",De Witt County,Illinois,2012,8.1
"De Witt County, IL",De Witt County,Illinois,2013,8.3
"De Witt County, IL",De Witt County,Illinois,2014,6.6
"De Witt County, IL",De Witt County,Illinois,2015,5.6
"Deaf Smith County, TX",Deaf Smith County,Texas,2010,5.8
"Deaf Smith County, TX",Deaf Smith County,Texas,2011,5.6
"Deaf Smith County, TX",Deaf Smith County,Texas,2012,4.7
"Deaf Smith County, TX",Deaf Smith County,Texas,2013,4.5
"Deaf Smith County, TX",Deaf Smith County,Texas,2014,3.7
"Deaf Smith County, TX",Deaf Smith County,Texas,2015,3.2
"Dearborn County, IN",Dearborn County,Indiana,2010,10.6
"Dearborn County, IN",Dearborn County,Indiana,2011,9.5
"Dearborn County, IN",Dearborn County,Indiana,2012,8.8
"Dearborn County, IN",Dearborn County,Indiana,2013,8.3
"Dearborn County, IN",Dearborn County,Indiana,2014,6.6
"Dearborn County, IN",Dearborn County,Indiana,2015,5.1
"Decatur County, GA",Decatur County,Georgia,2010,12.6
"Decatur County, GA",Decatur County,Georgia,2011,11.9
"Decatur County, GA",Decatur County,Georgia,2012,10
"Decatur County, GA",Decatur County,Georgia,2013,9.4
"Decatur County, GA",Decatur County,Georgia,2014,8.2
"Decatur County, GA",Decatur County,Georgia,2015,6.9
"Decatur County, IA",Decatur County,Iowa,2010,6.2
"Decatur County, IA",Decatur County,Iowa,2011,5.1
"Decatur County, IA",Decatur County,Iowa,2012,4.5
"Decatur County, IA",Decatur County,Iowa,2013,4.5
"Decatur County, IA",Decatur County,Iowa,2014,3.8
"Decatur County, IA",Decatur County,Iowa,2015,3.3
"Decatur County, IN",Decatur County,Indiana,2010,11.3
"Decatur County, IN",Decatur County,Indiana,2011,9.6
"Decatur County, IN",Decatur County,Indiana,2012,8
"Decatur County, IN",Decatur County,Indiana,2013,6.6
"Decatur County, IN",Decatur County,Indiana,2014,4.9
"Decatur County, IN",Decatur County,Indiana,2015,4
"Decatur County, KS",Decatur County,Kansas,2010,4.9
"Decatur County, KS",Decatur County,Kansas,2011,4.8
"Decatur County, KS",Decatur County,Kansas,2012,4.4
"Decatur County, KS",Decatur County,Kansas,2013,4
"Decatur County, KS",Decatur County,Kansas,2014,3.5
"Decatur County, KS",Decatur County,Kansas,2015,3.6
"Decatur County, TN",Decatur County,Tennessee,2010,13.3
"Decatur County, TN",Decatur County,Tennessee,2011,11.8
"Decatur County, TN",Decatur County,Tennessee,2012,10.5
"Decatur County, TN",Decatur County,Tennessee,2013,10.6
"Decatur County, TN",Decatur County,Tennessee,2014,9.6
"Decatur County, TN",Decatur County,Tennessee,2015,7.8
"Deer Lodge County, MT",Deer Lodge County,Montana,2010,6
"Deer Lodge County, MT",Deer Lodge County,Montana,2011,5.9
"Deer Lodge County, MT",Deer Lodge County,Montana,2012,5.4
"Deer Lodge County, MT",Deer Lodge County,Montana,2013,4.9
"Deer Lodge County, MT",Deer Lodge County,Montana,2014,4.4
"Deer Lodge County, MT",Deer Lodge County,Montana,2015,4.1
"Defiance County, OH",Defiance County,Ohio,2010,12.2
"Defiance County, OH",Defiance County,Ohio,2011,9.6
"Defiance County, OH",Defiance County,Ohio,2012,7.7
"Defiance County, OH",Defiance County,Ohio,2013,7.5
"Defiance County, OH",Defiance County,Ohio,2014,5.5
"Defiance County, OH",Defiance County,Ohio,2015,5
"DeKalb County, AL",DeKalb County,Alabama,2010,12.4
"DeKalb County, AL",DeKalb County,Alabama,2011,11.7
"DeKalb County, AL",DeKalb County,Alabama,2012,9.3
"DeKalb County, AL",DeKalb County,Alabama,2013,7.7
"DeKalb County, AL",DeKalb County,Alabama,2014,6.8
"DeKalb County, AL",DeKalb County,Alabama,2015,6.1
"DeKalb County, GA",DeKalb County,Georgia,2010,11
"DeKalb County, GA",DeKalb County,Georgia,2011,10.4
"DeKalb County, GA",DeKalb County,Georgia,2012,9.3
"DeKalb County, GA",DeKalb County,Georgia,2013,8.4
"DeKalb County, GA",DeKalb County,Georgia,2014,7.3
"DeKalb County, GA",DeKalb County,Georgia,2015,6.1
"DeKalb County, IL",DeKalb County,Illinois,2010,10.6
"DeKalb County, IL",DeKalb County,Illinois,2011,9.4
"DeKalb County, IL",DeKalb County,Illinois,2012,8.5
"DeKalb County, IL",DeKalb County,Illinois,2013,8.1
"DeKalb County, IL",DeKalb County,Illinois,2014,6.6
"DeKalb County, IL",DeKalb County,Illinois,2015,5.6
"DeKalb County, IN",DeKalb County,Indiana,2010,11.6
"DeKalb County, IN",DeKalb County,Indiana,2011,9.5
"DeKalb County, IN",DeKalb County,Indiana,2012,8.2
"DeKalb County, IN",DeKalb County,Indiana,2013,7
"DeKalb County, IN",DeKalb County,Indiana,2014,5.2
"DeKalb County, IN",DeKalb County,Indiana,2015,4.1
"DeKalb County, MO",DeKalb County,Missouri,2010,8.7
"DeKalb County, MO",DeKalb County,Missouri,2011,8.1
"DeKalb County, MO",DeKalb County,Missouri,2012,6.1
"DeKalb County, MO",DeKalb County,Missouri,2013,6.1
"DeKalb County, MO",DeKalb County,Missouri,2014,5.5
"DeKalb County, MO",DeKalb County,Missouri,2015,4.7
"DeKalb County, TN",DeKalb County,Tennessee,2010,11.9
"DeKalb County, TN",DeKalb County,Tennessee,2011,11.3
"DeKalb County, TN",DeKalb County,Tennessee,2012,9.8
"DeKalb County, TN",DeKalb County,Tennessee,2013,10.1
"DeKalb County, TN",DeKalb County,Tennessee,2014,8.2
"DeKalb County, TN",DeKalb County,Tennessee,2015,6.8
"Del Norte County, CA",Del Norte County,California,2010,13.5
"Del Norte County, CA",Del Norte County,California,2011,13.5
"Del Norte County, CA",Del Norte County,California,2012,13.7
"Del Norte County, CA",Del Norte County,California,2013,12
"Del Norte County, CA",Del Norte County,California,2014,10.2
"Del Norte County, CA",Del Norte County,California,2015,8.6
"Delaware County, IA",Delaware County,Iowa,2010,6.2
"Delaware County, IA",Delaware County,Iowa,2011,5.6
"Delaware County, IA",Delaware County,Iowa,2012,4.5
"Delaware County, IA",Delaware County,Iowa,2013,4.3
"Delaware County, IA",Delaware County,Iowa,2014,3.8
"Delaware County, IA",Delaware County,Iowa,2015,3.3
"Delaware County, IN",Delaware County,Indiana,2010,11.2
"Delaware County, IN",Delaware County,Indiana,2011,9.9
"Delaware County, IN",Delaware County,Indiana,2012,9.2
"Delaware County, IN",Delaware County,Indiana,2013,8.5
"Delaware County, IN",Delaware County,Indiana,2014,7
"Delaware County, IN",Delaware County,Indiana,2015,5.7
"Delaware County, NY",Delaware County,New York,2010,8.9
"Delaware County, NY",Delaware County,New York,2011,8.7
"Delaware County, NY",Delaware County,New York,2012,8.9
"Delaware County, NY",Delaware County,New York,2013,8.1
"Delaware County, NY",Delaware County,New York,2014,6.6
"Delaware County, NY",Delaware County,New York,2015,6
"Delaware County, OH",Delaware County,Ohio,2010,7.3
"Delaware County, OH",Delaware County,Ohio,2011,6.2
"Delaware County, OH",Delaware County,Ohio,2012,5.2
"Delaware County, OH",Delaware County,Ohio,2013,5.3
"Delaware County, OH",Delaware County,Ohio,2014,4.1
"Delaware County, OH",Delaware County,Ohio,2015,3.6
"Delaware County, OK",Delaware County,Oklahoma,2010,7.7
"Delaware County, OK",Delaware County,Oklahoma,2011,6.8
"Delaware County, OK",Delaware County,Oklahoma,2012,6.4
"Delaware County, OK",Delaware County,Oklahoma,2013,6.7
"Delaware County, OK",Delaware County,Oklahoma,2014,5.6
"Delaware County, OK",Delaware County,Oklahoma,2015,4.8
"Delaware County, PA",Delaware County,Pennsylvania,2010,7.7
"Delaware County, PA",Delaware County,Pennsylvania,2011,7.6
"Delaware County, PA",Delaware County,Pennsylvania,2012,7.5
"Delaware County, PA",Delaware County,Pennsylvania,2013,6.8
"Delaware County, PA",Delaware County,Pennsylvania,2014,5.6
"Delaware County, PA",Delaware County,Pennsylvania,2015,5
"Delta County, CO",Delta County,Colorado,2010,11.2
"Delta County, CO",Delta County,Colorado,2011,10.8
"Delta County, CO",Delta County,Colorado,2012,9.8
"Delta County, CO",Delta County,Colorado,2013,8.8
"Delta County, CO",Delta County,Colorado,2014,7
"Delta County, CO",Delta County,Colorado,2015,5.5
"Delta County, MI",Delta County,Michigan,2010,12.2
"Delta County, MI",Delta County,Michigan,2011,10.3
"Delta County, MI",Delta County,Michigan,2012,9.8
"Delta County, MI",Delta County,Michigan,2013,10.2
"Delta County, MI",Delta County,Michigan,2014,8.5
"Delta County, MI",Delta County,Michigan,2015,6.9
"Delta County, TX",Delta County,Texas,2010,8
"Delta County, TX",Delta County,Texas,2011,8.3
"Delta County, TX",Delta County,Texas,2012,6.7
"Delta County, TX",Delta County,Texas,2013,6.4
"Delta County, TX",Delta County,Texas,2014,6.1
"Delta County, TX",Delta County,Texas,2015,4.6
"Denali Borough, AK",Denali Borough,Alaska,2010,12.3
"Denali Borough, AK",Denali Borough,Alaska,2011,14
"Denali Borough, AK",Denali Borough,Alaska,2012,13.9
"Denali Borough, AK",Denali Borough,Alaska,2013,12.6
"Denali Borough, AK",Denali Borough,Alaska,2014,10.2
"Denali Borough, AK",Denali Borough,Alaska,2015,8.4
"Dent County, MO",Dent County,Missouri,2010,10.3
"Dent County, MO",Dent County,Missouri,2011,9.9
"Dent County, MO",Dent County,Missouri,2012,8.4
"Dent County, MO",Dent County,Missouri,2013,7.6
"Dent County, MO",Dent County,Missouri,2014,6.8
"Dent County, MO",Dent County,Missouri,2015,5.9
"Denton County, TX",Denton County,Texas,2010,7.1
"Denton County, TX",Denton County,Texas,2011,6.8
"Denton County, TX",Denton County,Texas,2012,5.7
"Denton County, TX",Denton County,Texas,2013,5.4
"Denton County, TX",Denton County,Texas,2014,4.5
"Denton County, TX",Denton County,Texas,2015,3.6
"Denver County/city, CO",Denver County/city,Colorado,2010,9.5
"Denver County/city, CO",Denver County/city,Colorado,2011,8.9
"Denver County/city, CO",Denver County/city,Colorado,2012,7.9
"Denver County/city, CO",Denver County/city,Colorado,2013,6.5
"Denver County/city, CO",Denver County/city,Colorado,2014,4.8
"Denver County/city, CO",Denver County/city,Colorado,2015,3.6
"Des Moines County, IA",Des Moines County,Iowa,2010,7.6
"Des Moines County, IA",Des Moines County,Iowa,2011,6.9
"Des Moines County, IA",Des Moines County,Iowa,2012,6.2
"Des Moines County, IA",Des Moines County,Iowa,2013,6
"Des Moines County, IA",Des Moines County,Iowa,2014,5
"Des Moines County, IA",Des Moines County,Iowa,2015,4.7
"Deschutes County, OR",Deschutes County,Oregon,2010,13.9
"Deschutes County, OR",Deschutes County,Oregon,2011,12.4
"Deschutes County, OR",Deschutes County,Oregon,2012,11.2
"Deschutes County, OR",Deschutes County,Oregon,2013,9.4
"Deschutes County, OR",Deschutes County,Oregon,2014,7.6
"Deschutes County, OR",Deschutes County,Oregon,2015,5.7
"Desha County, AR",Desha County,Arkansas,2010,10.7
"Desha County, AR",Desha County,Arkansas,2011,10.6
"Desha County, AR",Desha County,Arkansas,2012,9.5
"Desha County, AR",Desha County,Arkansas,2013,9.4
"Desha County, AR",Desha County,Arkansas,2014,7.9
"Desha County, AR",Desha County,Arkansas,2015,7.2
"DeSoto County, FL",DeSoto County,Florida,2010,11.9
"DeSoto County, FL",DeSoto County,Florida,2011,10.4
"DeSoto County, FL",DeSoto County,Florida,2012,10.3
"DeSoto County, FL",DeSoto County,Florida,2013,8.6
"DeSoto County, FL",DeSoto County,Florida,2014,7.4
"DeSoto County, FL",DeSoto County,Florida,2015,5.9
"DeSoto County, MS",DeSoto County,Mississippi,2010,7.2
"DeSoto County, MS",DeSoto County,Mississippi,2011,7
"DeSoto County, MS",DeSoto County,Mississippi,2012,6.3
"DeSoto County, MS",DeSoto County,Mississippi,2013,5.9
"DeSoto County, MS",DeSoto County,Mississippi,2014,5.4
"DeSoto County, MS",DeSoto County,Mississippi,2015,4.9
"Deuel County, NE",Deuel County,Nebraska,2010,4
"Deuel County, NE",Deuel County,Nebraska,2011,3.5
"Deuel County, NE",Deuel County,Nebraska,2012,3.2
"Deuel County, NE",Deuel County,Nebraska,2013,3.3
"Deuel County, NE",Deuel County,Nebraska,2014,2.7
"Deuel County, NE",Deuel County,Nebraska,2015,2.5
"Deuel County, SD",Deuel County,South Dakota,2010,6.6
"Deuel County, SD",Deuel County,South Dakota,2011,5.9
"Deuel County, SD",Deuel County,South Dakota,2012,5.6
"Deuel County, SD",Deuel County,South Dakota,2013,5.5
"Deuel County, SD",Deuel County,South Dakota,2014,5.2
"Deuel County, SD",Deuel County,South Dakota,2015,4.9
"Dewey County, OK",Dewey County,Oklahoma,2010,5
"Dewey County, OK",Dewey County,Oklahoma,2011,3.7
"Dewey County, OK",Dewey County,Oklahoma,2012,3.1
"Dewey County, OK",Dewey County,Oklahoma,2013,3.4
"Dewey County, OK",Dewey County,Oklahoma,2014,3
"Dewey County, OK",Dewey County,Oklahoma,2015,3.5
"Dewey County, SD",Dewey County,South Dakota,2010,14.7
"Dewey County, SD",Dewey County,South Dakota,2011,15.8
"Dewey County, SD",Dewey County,South Dakota,2012,15.3
"Dewey County, SD",Dewey County,South Dakota,2013,15.3
"Dewey County, SD",Dewey County,South Dakota,2014,14.2
"Dewey County, SD",Dewey County,South Dakota,2015,11.3
"DeWitt County, TX",DeWitt County,Texas,2010,7.8
"DeWitt County, TX",DeWitt County,Texas,2011,6.7
"DeWitt County, TX",DeWitt County,Texas,2012,4.8
"DeWitt County, TX",DeWitt County,Texas,2013,4.8
"DeWitt County, TX",DeWitt County,Texas,2014,3.9
"DeWitt County, TX",DeWitt County,Texas,2015,4
"Dickens County, TX",Dickens County,Texas,2010,11.3
"Dickens County, TX",Dickens County,Texas,2011,15.7
"Dickens County, TX",Dickens County,Texas,2012,10.6
"Dickens County, TX",Dickens County,Texas,2013,9.4
"Dickens County, TX",Dickens County,Texas,2014,6.3
"Dickens County, TX",Dickens County,Texas,2015,4.7
"Dickenson County, VA",Dickenson County,Virginia,2010,10.7
"Dickenson County, VA",Dickenson County,Virginia,2011,9.9
"Dickenson County, VA",Dickenson County,Virginia,2012,10.5
"Dickenson County, VA",Dickenson County,Virginia,2013,10.9
"Dickenson County, VA",Dickenson County,Virginia,2014,10
"Dickenson County, VA",Dickenson County,Virginia,2015,10
"Dickey County, ND",Dickey County,North Dakota,2010,3.2
"Dickey County, ND",Dickey County,North Dakota,2011,2.8
"Dickey County, ND",Dickey County,North Dakota,2012,2.6
"Dickey County, ND",Dickey County,North Dakota,2013,2.3
"Dickey County, ND",Dickey County,North Dakota,2014,2
"Dickey County, ND",Dickey County,North Dakota,2015,1.9
"Dickinson County, IA",Dickinson County,Iowa,2010,6.9
"Dickinson County, IA",Dickinson County,Iowa,2011,6.4
"Dickinson County, IA",Dickinson County,Iowa,2012,5.7
"Dickinson County, IA",Dickinson County,Iowa,2013,5.3
"Dickinson County, IA",Dickinson County,Iowa,2014,4.7
"Dickinson County, IA",Dickinson County,Iowa,2015,3.8
"Dickinson County, KS",Dickinson County,Kansas,2010,6.5
"Dickinson County, KS",Dickinson County,Kansas,2011,6.5
"Dickinson County, KS",Dickinson County,Kansas,2012,6
"Dickinson County, KS",Dickinson County,Kansas,2013,5.9
"Dickinson County, KS",Dickinson County,Kansas,2014,5
"Dickinson County, KS",Dickinson County,Kansas,2015,5.2
"Dickinson County, MI",Dickinson County,Michigan,2010,11.2
"Dickinson County, MI",Dickinson County,Michigan,2011,9.2
"Dickinson County, MI",Dickinson County,Michigan,2012,8.3
"Dickinson County, MI",Dickinson County,Michigan,2013,8.2
"Dickinson County, MI",Dickinson County,Michigan,2014,6.8
"Dickinson County, MI",Dickinson County,Michigan,2015,5.7
"Dickson County, TN",Dickson County,Tennessee,2010,10.4
"Dickson County, TN",Dickson County,Tennessee,2011,9.7
"Dickson County, TN",Dickson County,Tennessee,2012,8.5
"Dickson County, TN",Dickson County,Tennessee,2013,7.7
"Dickson County, TN",Dickson County,Tennessee,2014,6.3
"Dickson County, TN",Dickson County,Tennessee,2015,5.4
"Dillingham Census Area, AK",Dillingham Census Area,Alaska,2010,10.5
"Dillingham Census Area, AK",Dillingham Census Area,Alaska,2011,10.8
"Dillingham Census Area, AK",Dillingham Census Area,Alaska,2012,10
"Dillingham Census Area, AK",Dillingham Census Area,Alaska,2013,10.2
"Dillingham Census Area, AK",Dillingham Census Area,Alaska,2014,9.9
"Dillingham Census Area, AK",Dillingham Census Area,Alaska,2015,9.3
"Dillon County, SC",Dillon County,South Carolina,2010,16.1
"Dillon County, SC",Dillon County,South Carolina,2011,15.6
"Dillon County, SC",Dillon County,South Carolina,2012,13.8
"Dillon County, SC",Dillon County,South Carolina,2013,11.5
"Dillon County, SC",Dillon County,South Carolina,2014,9.4
"Dillon County, SC",Dillon County,South Carolina,2015,8.5
"Dimmit County, TX",Dimmit County,Texas,2010,10.6
"Dimmit County, TX",Dimmit County,Texas,2011,8
"Dimmit County, TX",Dimmit County,Texas,2012,5.8
"Dimmit County, TX",Dimmit County,Texas,2013,5.1
"Dimmit County, TX",Dimmit County,Texas,2014,3.8
"Dimmit County, TX",Dimmit County,Texas,2015,4.7
"Dinwiddie County, VA",Dinwiddie County,Virginia,2010,9.1
"Dinwiddie County, VA",Dinwiddie County,Virginia,2011,8
"Dinwiddie County, VA",Dinwiddie County,Virginia,2012,7.4
"Dinwiddie County, VA",Dinwiddie County,Virginia,2013,7.2
"Dinwiddie County, VA",Dinwiddie County,Virginia,2014,6.3
"Dinwiddie County, VA",Dinwiddie County,Virginia,2015,5.3
"Divide County, ND",Divide County,North Dakota,2010,2
"Divide County, ND",Divide County,North Dakota,2011,1.7
"Divide County, ND",Divide County,North Dakota,2012,1.5
"Divide County, ND",Divide County,North Dakota,2013,1.4
"Divide County, ND",Divide County,North Dakota,2014,1.5
"Divide County, ND",Divide County,North Dakota,2015,1.8
"Dixie County, FL",Dixie County,Florida,2010,12.5
"Dixie County, FL",Dixie County,Florida,2011,12.3
"Dixie County, FL",Dixie County,Florida,2012,10.5
"Dixie County, FL",Dixie County,Florida,2013,8.9
"Dixie County, FL",Dixie County,Florida,2014,7.6
"Dixie County, FL",Dixie County,Florida,2015,6.3
"Dixon County, NE",Dixon County,Nebraska,2010,4.9
"Dixon County, NE",Dixon County,Nebraska,2011,4.6
"Dixon County, NE",Dixon County,Nebraska,2012,4
"Dixon County, NE",Dixon County,Nebraska,2013,3.7
"Dixon County, NE",Dixon County,Nebraska,2014,3
"Dixon County, NE",Dixon County,Nebraska,2015,3.3
"Doddridge County, WV",Doddridge County,West Virginia,2010,7.2
"Doddridge County, WV",Doddridge County,West Virginia,2011,6.9
"Doddridge County, WV",Doddridge County,West Virginia,2012,6.1
"Doddridge County, WV",Doddridge County,West Virginia,2013,5.3
"Doddridge County, WV",Doddridge County,West Virginia,2014,4.9
"Doddridge County, WV",Doddridge County,West Virginia,2015,5.4
"Dodge County, GA",Dodge County,Georgia,2010,13.2
"Dodge County, GA",Dodge County,Georgia,2011,12.2
"Dodge County, GA",Dodge County,Georgia,2012,11.4
"Dodge County, GA",Dodge County,Georgia,2013,11.3
"Dodge County, GA",Dodge County,Georgia,2014,9.8
"Dodge County, GA",Dodge County,Georgia,2015,8.5
"Dodge County, MN",Dodge County,Minnesota,2010,6.9
"Dodge County, MN",Dodge County,Minnesota,2011,6
"Dodge County, MN",Dodge County,Minnesota,2012,5.1
"Dodge County, MN",Dodge County,Minnesota,2013,4.8
"Dodge County, MN",Dodge County,Minnesota,2014,4.3
"Dodge County, MN",Dodge County,Minnesota,2015,3.8
"Dodge County, NE",Dodge County,Nebraska,2010,5.4
"Dodge County, NE",Dodge County,Nebraska,2011,4.9
"Dodge County, NE",Dodge County,Nebraska,2012,4.4
"Dodge County, NE",Dodge County,Nebraska,2013,4.1
"Dodge County, NE",Dodge County,Nebraska,2014,3.6
"Dodge County, NE",Dodge County,Nebraska,2015,3.2
"Dodge County, WI",Dodge County,Wisconsin,2010,8.9
"Dodge County, WI",Dodge County,Wisconsin,2011,7.6
"Dodge County, WI",Dodge County,Wisconsin,2012,7
"Dodge County, WI",Dodge County,Wisconsin,2013,6.8
"Dodge County, WI",Dodge County,Wisconsin,2014,5.3
"Dodge County, WI",Dodge County,Wisconsin,2015,4.3
"Dolores County, CO",Dolores County,Colorado,2010,18.5
"Dolores County, CO",Dolores County,Colorado,2011,13.3
"Dolores County, CO",Dolores County,Colorado,2012,10.3
"Dolores County, CO",Dolores County,Colorado,2013,8.2
"Dolores County, CO",Dolores County,Colorado,2014,3.9
"Dolores County, CO",Dolores County,Colorado,2015,3
"Dona Ana County, NM",Dona Ana County,New Mexico,2010,7.4
"Dona Ana County, NM",Dona Ana County,New Mexico,2011,7.3
"Dona Ana County, NM",Dona Ana County,New Mexico,2012,7.2
"Dona Ana County, NM",Dona Ana County,New Mexico,2013,7.5
"Dona Ana County, NM",Dona Ana County,New Mexico,2014,7.2
"Dona Ana County, NM",Dona Ana County,New Mexico,2015,7.4
"Doniphan County, KS",Doniphan County,Kansas,2010,8.7
"Doniphan County, KS",Doniphan County,Kansas,2011,7.7
"Doniphan County, KS",Doniphan County,Kansas,2012,6.3
"Doniphan County, KS",Doniphan County,Kansas,2013,5.4
"Doniphan County, KS",Doniphan County,Kansas,2014,4.5
"Doniphan County, KS",Doniphan County,Kansas,2015,4.3
"Donley County, TX",Donley County,Texas,2010,6.9
"Donley County, TX",Donley County,Texas,2011,6.6
"Donley County, TX",Donley County,Texas,2012,5.9
"Donley County, TX",Donley County,Texas,2013,5.1
"Donley County, TX",Donley County,Texas,2014,4.9
"Donley County, TX",Donley County,Texas,2015,4.2
"Dooly County, GA",Dooly County,Georgia,2010,11.7
"Dooly County, GA",Dooly County,Georgia,2011,12.9
"Dooly County, GA",Dooly County,Georgia,2012,11.3
"Dooly County, GA",Dooly County,Georgia,2013,11.4
"Dooly County, GA",Dooly County,Georgia,2014,9.6
"Dooly County, GA",Dooly County,Georgia,2015,7.7
"Door County, WI",Door County,Wisconsin,2010,11.1
"Door County, WI",Door County,Wisconsin,2011,11.7
"Door County, WI",Door County,Wisconsin,2012,10.1
"Door County, WI",Door County,Wisconsin,2013,9.8
"Door County, WI",Door County,Wisconsin,2014,8.1
"Door County, WI",Door County,Wisconsin,2015,6.5
"Dorchester County, MD",Dorchester County,Maryland,2010,11.6
"Dorchester County, MD",Dorchester County,Maryland,2011,11.2
"Dorchester County, MD",Dorchester County,Maryland,2012,10.7
