County_State,County,State,Year,Unemployment_Rate
"Kingsbury County, SD",Kingsbury County,South Dakota,2011,4.3
"Kingsbury County, SD",Kingsbury County,South Dakota,2012,3.4
"Kingsbury County, SD",Kingsbury County,South Dakota,2013,3.2
"Kingsbury County, SD",Kingsbury County,South Dakota,2014,2.9
"Kingsbury County, SD",Kingsbury County,South Dakota,2015,2.9
"Kinney County, TX",Kinney County,Texas,2010,11.2
"Kinney County, TX",Kinney County,Texas,2011,10.5
"Kinney County, TX",Kinney County,Texas,2012,8.7
"Kinney County, TX",Kinney County,Texas,2013,9.6
"Kinney County, TX",Kinney County,Texas,2014,7.3
"Kinney County, TX",Kinney County,Texas,2015,6.4
"Kiowa County, CO",Kiowa County,Colorado,2010,6.7
"Kiowa County, CO",Kiowa County,Colorado,2011,5.2
"Kiowa County, CO",Kiowa County,Colorado,2012,4.7
"Kiowa County, CO",Kiowa County,Colorado,2013,4.3
"Kiowa County, CO",Kiowa County,Colorado,2014,3.3
"Kiowa County, CO",Kiowa County,Colorado,2015,2.5
"Kiowa County, KS",Kiowa County,Kansas,2010,5.2
"Kiowa County, KS",Kiowa County,Kansas,2011,4.2
"Kiowa County, KS",Kiowa County,Kansas,2012,3.8
"Kiowa County, KS",Kiowa County,Kansas,2013,3.4
"Kiowa County, KS",Kiowa County,Kansas,2014,3.3
"Kiowa County, KS",Kiowa County,Kansas,2015,3
"Kiowa County, OK",Kiowa County,Oklahoma,2010,5.8
"Kiowa County, OK",Kiowa County,Oklahoma,2011,4.9
"Kiowa County, OK",Kiowa County,Oklahoma,2012,4.6
"Kiowa County, OK",Kiowa County,Oklahoma,2013,4.7
"Kiowa County, OK",Kiowa County,Oklahoma,2014,3.9
"Kiowa County, OK",Kiowa County,Oklahoma,2015,4.5
"Kit Carson County, CO",Kit Carson County,Colorado,2010,4.8
"Kit Carson County, CO",Kit Carson County,Colorado,2011,4.9
"Kit Carson County, CO",Kit Carson County,Colorado,2012,4.5
"Kit Carson County, CO",Kit Carson County,Colorado,2013,3.9
"Kit Carson County, CO",Kit Carson County,Colorado,2014,3
"Kit Carson County, CO",Kit Carson County,Colorado,2015,2.3
"Kitsap County, WA",Kitsap County,Washington,2010,7.8
"Kitsap County, WA",Kitsap County,Washington,2011,7.5
"Kitsap County, WA",Kitsap County,Washington,2012,7.2
"Kitsap County, WA",Kitsap County,Washington,2013,7.1
"Kitsap County, WA",Kitsap County,Washington,2014,5.9
"Kitsap County, WA",Kitsap County,Washington,2015,5.4
"Kittitas County, WA",Kittitas County,Washington,2010,8.8
"Kittitas County, WA",Kittitas County,Washington,2011,8.3
"Kittitas County, WA",Kittitas County,Washington,2012,8.1
"Kittitas County, WA",Kittitas County,Washington,2013,7.6
"Kittitas County, WA",Kittitas County,Washington,2014,6.7
"Kittitas County, WA",Kittitas County,Washington,2015,6
"Kittson County, MN",Kittson County,Minnesota,2010,7.6
"Kittson County, MN",Kittson County,Minnesota,2011,6.9
"Kittson County, MN",Kittson County,Minnesota,2012,5.8
"Kittson County, MN",Kittson County,Minnesota,2013,6.1
"Kittson County, MN",Kittson County,Minnesota,2014,5
"Kittson County, MN",Kittson County,Minnesota,2015,4.7
"Klamath County, OR",Klamath County,Oregon,2010,13
"Klamath County, OR",Klamath County,Oregon,2011,12.1
"Klamath County, OR",Klamath County,Oregon,2012,11.7
"Klamath County, OR",Klamath County,Oregon,2013,10.6
"Klamath County, OR",Klamath County,Oregon,2014,9.2
"Klamath County, OR",Klamath County,Oregon,2015,7.6
"Kleberg County, TX",Kleberg County,Texas,2010,8.4
"Kleberg County, TX",Kleberg County,Texas,2011,8.3
"Kleberg County, TX",Kleberg County,Texas,2012,6.9
"Kleberg County, TX",Kleberg County,Texas,2013,6.5
"Kleberg County, TX",Kleberg County,Texas,2014,5.5
"Kleberg County, TX",Kleberg County,Texas,2015,5.9
"Klickitat County, WA",Klickitat County,Washington,2010,11
"Klickitat County, WA",Klickitat County,Washington,2011,10.6
"Klickitat County, WA",Klickitat County,Washington,2012,9.4
"Klickitat County, WA",Klickitat County,Washington,2013,9.2
"Klickitat County, WA",Klickitat County,Washington,2014,7.5
"Klickitat County, WA",Klickitat County,Washington,2015,7
"Knott County, KY",Knott County,Kentucky,2010,13.6
"Knott County, KY",Knott County,Kentucky,2011,11.8
"Knott County, KY",Knott County,Kentucky,2012,13.9
"Knott County, KY",Knott County,Kentucky,2013,15.3
"Knott County, KY",Knott County,Kentucky,2014,11.1
"Knott County, KY",Knott County,Kentucky,2015,10.1
"Knox County, IL",Knox County,Illinois,2010,9.6
"Knox County, IL",Knox County,Illinois,2011,8.8
"Knox County, IL",Knox County,Illinois,2012,8.4
"Knox County, IL",Knox County,Illinois,2013,8.8
"Knox County, IL",Knox County,Illinois,2014,7
"Knox County, IL",Knox County,Illinois,2015,6.1
"Knox County, IN",Knox County,Indiana,2010,8
"Knox County, IN",Knox County,Indiana,2011,7.3
"Knox County, IN",Knox County,Indiana,2012,7
"Knox County, IN",Knox County,Indiana,2013,6.6
"Knox County, IN",Knox County,Indiana,2014,5.2
"Knox County, IN",Knox County,Indiana,2015,4.6
"Knox County, KY",Knox County,Kentucky,2010,13.6
"Knox County, KY",Knox County,Kentucky,2011,13.3
"Knox County, KY",Knox County,Kentucky,2012,12.9
"Knox County, KY",Knox County,Kentucky,2013,12.9
"Knox County, KY",Knox County,Kentucky,2014,9.9
"Knox County, KY",Knox County,Kentucky,2015,8.1
"Knox County, ME",Knox County,Maine,2010,7.7
"Knox County, ME",Knox County,Maine,2011,7.2
"Knox County, ME",Knox County,Maine,2012,6.6
"Knox County, ME",Knox County,Maine,2013,6
"Knox County, ME",Knox County,Maine,2014,5.1
"Knox County, ME",Knox County,Maine,2015,4.1
"Knox County, MO",Knox County,Missouri,2010,7.7
"Knox County, MO",Knox County,Missouri,2011,7.3
"Knox County, MO",Knox County,Missouri,2012,5.8
"Knox County, MO",Knox County,Missouri,2013,5.6
"Knox County, MO",Knox County,Missouri,2014,4.6
"Knox County, MO",Knox County,Missouri,2015,3.9
"Knox County, NE",Knox County,Nebraska,2010,4.2
"Knox County, NE",Knox County,Nebraska,2011,3.9
"Knox County, NE",Knox County,Nebraska,2012,3.3
"Knox County, NE",Knox County,Nebraska,2013,3.4
"Knox County, NE",Knox County,Nebraska,2014,3.1
"Knox County, NE",Knox County,Nebraska,2015,3.2
"Knox County, OH",Knox County,Ohio,2010,9.7
"Knox County, OH",Knox County,Ohio,2011,8.7
"Knox County, OH",Knox County,Ohio,2012,6.9
"Knox County, OH",Knox County,Ohio,2013,6.9
"Knox County, OH",Knox County,Ohio,2014,5.3
"Knox County, OH",Knox County,Ohio,2015,4.7
"Knox County, TN",Knox County,Tennessee,2010,7.6
"Knox County, TN",Knox County,Tennessee,2011,7
"Knox County, TN",Knox County,Tennessee,2012,6.2
"Knox County, TN",Knox County,Tennessee,2013,6.3
"Knox County, TN",Knox County,Tennessee,2014,5.5
"Knox County, TN",Knox County,Tennessee,2015,4.6
"Knox County, TX",Knox County,Texas,2010,5.9
"Knox County, TX",Knox County,Texas,2011,6
"Knox County, TX",Knox County,Texas,2012,5.2
"Knox County, TX",Knox County,Texas,2013,5.4
"Knox County, TX",Knox County,Texas,2014,4.4
"Knox County, TX",Knox County,Texas,2015,3.8
"Kodiak Island Borough, AK",Kodiak Island Borough,Alaska,2010,7.6
"Kodiak Island Borough, AK",Kodiak Island Borough,Alaska,2011,7.6
"Kodiak Island Borough, AK",Kodiak Island Borough,Alaska,2012,6.8
"Kodiak Island Borough, AK",Kodiak Island Borough,Alaska,2013,6.2
"Kodiak Island Borough, AK",Kodiak Island Borough,Alaska,2014,5.6
"Kodiak Island Borough, AK",Kodiak Island Borough,Alaska,2015,4.7
"Koochiching County, MN",Koochiching County,Minnesota,2010,8.7
"Koochiching County, MN",Koochiching County,Minnesota,2011,8.4
"Koochiching County, MN",Koochiching County,Minnesota,2012,8
"Koochiching County, MN",Koochiching County,Minnesota,2013,8.4
"Koochiching County, MN",Koochiching County,Minnesota,2014,8.7
"Koochiching County, MN",Koochiching County,Minnesota,2015,8.3
"Kootenai County, ID",Kootenai County,Idaho,2010,10.7
"Kootenai County, ID",Kootenai County,Idaho,2011,10
"Kootenai County, ID",Kootenai County,Idaho,2012,9
"Kootenai County, ID",Kootenai County,Idaho,2013,8.1
"Kootenai County, ID",Kootenai County,Idaho,2014,5.3
"Kootenai County, ID",Kootenai County,Idaho,2015,4.7
"Kosciusko County, IN",Kosciusko County,Indiana,2010,10.7
"Kosciusko County, IN",Kosciusko County,Indiana,2011,8.8
"Kosciusko County, IN",Kosciusko County,Indiana,2012,7.6
"Kosciusko County, IN",Kosciusko County,Indiana,2013,6.5
"Kosciusko County, IN",Kosciusko County,Indiana,2014,4.9
"Kosciusko County, IN",Kosciusko County,Indiana,2015,4
"Kossuth County, IA",Kossuth County,Iowa,2010,5.2
"Kossuth County, IA",Kossuth County,Iowa,2011,4.4
"Kossuth County, IA",Kossuth County,Iowa,2012,3.9
"Kossuth County, IA",Kossuth County,Iowa,2013,3.6
"Kossuth County, IA",Kossuth County,Iowa,2014,3.2
"Kossuth County, IA",Kossuth County,Iowa,2015,2.8
"Kusilvak Census Area, AK",Kusilvak Census Area,Alaska,2010,21
"Kusilvak Census Area, AK",Kusilvak Census Area,Alaska,2011,21.5
"Kusilvak Census Area, AK",Kusilvak Census Area,Alaska,2012,22.4
"Kusilvak Census Area, AK",Kusilvak Census Area,Alaska,2013,23.7
"Kusilvak Census Area, AK",Kusilvak Census Area,Alaska,2014,23.5
"Kusilvak Census Area, AK",Kusilvak Census Area,Alaska,2015,22.5
"La Crosse County, WI",La Crosse County,Wisconsin,2010,6.5
"La Crosse County, WI",La Crosse County,Wisconsin,2011,5.8
"La Crosse County, WI",La Crosse County,Wisconsin,2012,5.4
"La Crosse County, WI",La Crosse County,Wisconsin,2013,5.3
"La Crosse County, WI",La Crosse County,Wisconsin,2014,4.3
"La Crosse County, WI",La Crosse County,Wisconsin,2015,3.8
"La Paz County, AZ",La Paz County,Arizona,2010,10.2
"La Paz County, AZ",La Paz County,Arizona,2011,9.8
"La Paz County, AZ",La Paz County,Arizona,2012,8.6
"La Paz County, AZ",La Paz County,Arizona,2013,8.2
"La Paz County, AZ",La Paz County,Arizona,2014,7.6
"La Paz County, AZ",La Paz County,Arizona,2015,7.5
"La Plata County, CO",La Plata County,Colorado,2010,7.5
"La Plata County, CO",La Plata County,Colorado,2011,7.3
"La Plata County, CO",La Plata County,Colorado,2012,6.7
"La Plata County, CO",La Plata County,Colorado,2013,5.6
"La Plata County, CO",La Plata County,Colorado,2014,4.2
"La Plata County, CO",La Plata County,Colorado,2015,3.3
"La Salle County, TX",La Salle County,Texas,2010,9.1
"La Salle County, TX",La Salle County,Texas,2011,7
"La Salle County, TX",La Salle County,Texas,2012,4.4
"La Salle County, TX",La Salle County,Texas,2013,3.8
"La Salle County, TX",La Salle County,Texas,2014,3.1
"La Salle County, TX",La Salle County,Texas,2015,4.2
"Labette County, KS",Labette County,Kansas,2010,9.4
"Labette County, KS",Labette County,Kansas,2011,8.9
"Labette County, KS",Labette County,Kansas,2012,7.9
"Labette County, KS",Labette County,Kansas,2013,7.2
"Labette County, KS",Labette County,Kansas,2014,5.8
"Labette County, KS",Labette County,Kansas,2015,5.7
"Lac qui Parle County, MN",Lac qui Parle County,Minnesota,2010,6.7
"Lac qui Parle County, MN",Lac qui Parle County,Minnesota,2011,6.1
"Lac qui Parle County, MN",Lac qui Parle County,Minnesota,2012,5.1
"Lac qui Parle County, MN",Lac qui Parle County,Minnesota,2013,5.7
"Lac qui Parle County, MN",Lac qui Parle County,Minnesota,2014,4.9
"Lac qui Parle County, MN",Lac qui Parle County,Minnesota,2015,4.2
"Lackawanna County, PA",Lackawanna County,Pennsylvania,2010,8.7
"Lackawanna County, PA",Lackawanna County,Pennsylvania,2011,8.6
"Lackawanna County, PA",Lackawanna County,Pennsylvania,2012,8.6
"Lackawanna County, PA",Lackawanna County,Pennsylvania,2013,8
"Lackawanna County, PA",Lackawanna County,Pennsylvania,2014,6.6
"Lackawanna County, PA",Lackawanna County,Pennsylvania,2015,5.9
"Laclede County, MO",Laclede County,Missouri,2010,12.3
"Laclede County, MO",Laclede County,Missouri,2011,11.5
"Laclede County, MO",Laclede County,Missouri,2012,9.5
"Laclede County, MO",Laclede County,Missouri,2013,9.7
"Laclede County, MO",Laclede County,Missouri,2014,8.1
"Laclede County, MO",Laclede County,Missouri,2015,6.5
"Lafayette County, AR",Lafayette County,Arkansas,2010,9.4
"Lafayette County, AR",Lafayette County,Arkansas,2011,9.1
"Lafayette County, AR",Lafayette County,Arkansas,2012,9
"Lafayette County, AR",Lafayette County,Arkansas,2013,9.3
"Lafayette County, AR",Lafayette County,Arkansas,2014,7.5
"Lafayette County, AR",Lafayette County,Arkansas,2015,7.4
"Lafayette County, FL",Lafayette County,Florida,2010,7
"Lafayette County, FL",Lafayette County,Florida,2011,6.2
"Lafayette County, FL",Lafayette County,Florida,2012,5.9
"Lafayette County, FL",Lafayette County,Florida,2013,5.4
"Lafayette County, FL",Lafayette County,Florida,2014,5.3
"Lafayette County, FL",Lafayette County,Florida,2015,4.6
"Lafayette County, MO",Lafayette County,Missouri,2010,9.7
"Lafayette County, MO",Lafayette County,Missouri,2011,9.3
"Lafayette County, MO",Lafayette County,Missouri,2012,7.3
"Lafayette County, MO",Lafayette County,Missouri,2013,6.5
"Lafayette County, MO",Lafayette County,Missouri,2014,6
"Lafayette County, MO",Lafayette County,Missouri,2015,4.9
"Lafayette County, MS",Lafayette County,Mississippi,2010,9.1
"Lafayette County, MS",Lafayette County,Mississippi,2011,8.4
"Lafayette County, MS",Lafayette County,Mississippi,2012,7.6
"Lafayette County, MS",Lafayette County,Mississippi,2013,7.1
"Lafayette County, MS",Lafayette County,Mississippi,2014,6.5
"Lafayette County, MS",Lafayette County,Mississippi,2015,5.5
"Lafayette County, WI",Lafayette County,Wisconsin,2010,7
"Lafayette County, WI",Lafayette County,Wisconsin,2011,6.2
"Lafayette County, WI",Lafayette County,Wisconsin,2012,5.5
"Lafayette County, WI",Lafayette County,Wisconsin,2013,5.3
"Lafayette County, WI",Lafayette County,Wisconsin,2014,4.2
"Lafayette County, WI",Lafayette County,Wisconsin,2015,3.6
"Lafayette Parish, LA",Lafayette Parish,Louisiana,2010,5.9
"Lafayette Parish, LA",Lafayette Parish,Louisiana,2011,5.6
"Lafayette Parish, LA",Lafayette Parish,Louisiana,2012,4.8
"Lafayette Parish, LA",Lafayette Parish,Louisiana,2013,4.7
"Lafayette Parish, LA",Lafayette Parish,Louisiana,2014,4.8
"Lafayette Parish, LA",Lafayette Parish,Louisiana,2015,5.6
"Lafourche Parish, LA",Lafourche Parish,Louisiana,2010,5.8
"Lafourche Parish, LA",Lafourche Parish,Louisiana,2011,5.8
"Lafourche Parish, LA",Lafourche Parish,Louisiana,2012,5
"Lafourche Parish, LA",Lafourche Parish,Louisiana,2013,4.7
"Lafourche Parish, LA",Lafourche Parish,Louisiana,2014,4.7
"Lafourche Parish, LA",Lafourche Parish,Louisiana,2015,5.4
"LaGrange County, IN",LaGrange County,Indiana,2010,11.7
"LaGrange County, IN",LaGrange County,Indiana,2011,8.8
"LaGrange County, IN",LaGrange County,Indiana,2012,7
"LaGrange County, IN",LaGrange County,Indiana,2013,5.8
"LaGrange County, IN",LaGrange County,Indiana,2014,4.4
"LaGrange County, IN",LaGrange County,Indiana,2015,3.6
"Lake and Peninsula Borough, AK",Lake and Peninsula Borough,Alaska,2010,14.9
"Lake and Peninsula Borough, AK",Lake and Peninsula Borough,Alaska,2011,15.4
"Lake and Peninsula Borough, AK",Lake and Peninsula Borough,Alaska,2012,15.4
"Lake and Peninsula Borough, AK",Lake and Peninsula Borough,Alaska,2013,15.6
"Lake and Peninsula Borough, AK",Lake and Peninsula Borough,Alaska,2014,16.1
"Lake and Peninsula Borough, AK",Lake and Peninsula Borough,Alaska,2015,12.1
"Lake County, CA",Lake County,California,2010,15.5
"Lake County, CA",Lake County,California,2011,14.8
"Lake County, CA",Lake County,California,2012,13
"Lake County, CA",Lake County,California,2013,11
"Lake County, CA",Lake County,California,2014,9
"Lake County, CA",Lake County,California,2015,7.6
"Lake County, CO",Lake County,Colorado,2010,11.5
"Lake County, CO",Lake County,Colorado,2011,10.4
"Lake County, CO",Lake County,Colorado,2012,8.7
"Lake County, CO",Lake County,Colorado,2013,7.1
"Lake County, CO",Lake County,Colorado,2014,4.6
"Lake County, CO",Lake County,Colorado,2015,3.7
"Lake County, FL",Lake County,Florida,2010,11.4
"Lake County, FL",Lake County,Florida,2011,10.6
"Lake County, FL",Lake County,Florida,2012,9.1
"Lake County, FL",Lake County,Florida,2013,7.7
"Lake County, FL",Lake County,Florida,2014,6.6
"Lake County, FL",Lake County,Florida,2015,5.6
"Lake County, IL",Lake County,Illinois,2010,10
"Lake County, IL",Lake County,Illinois,2011,8.9
"Lake County, IL",Lake County,Illinois,2012,8.2
"Lake County, IL",Lake County,Illinois,2013,7.9
"Lake County, IL",Lake County,Illinois,2014,6.5
"Lake County, IL",Lake County,Illinois,2015,5.4
"Lake County, IN",Lake County,Indiana,2010,10.5
"Lake County, IN",Lake County,Indiana,2011,9.4
"Lake County, IN",Lake County,Indiana,2012,9
"Lake County, IN",Lake County,Indiana,2013,8.9
"Lake County, IN",Lake County,Indiana,2014,7.9
"Lake County, IN",Lake County,Indiana,2015,6.8
"Lake County, MI",Lake County,Michigan,2010,15.8
"Lake County, MI",Lake County,Michigan,2011,13.1
"Lake County, MI",Lake County,Michigan,2012,12.9
"Lake County, MI",Lake County,Michigan,2013,13.2
"Lake County, MI",Lake County,Michigan,2014,11.2
"Lake County, MI",Lake County,Michigan,2015,8.7
"Lake County, MN",Lake County,Minnesota,2010,8.3
"Lake County, MN",Lake County,Minnesota,2011,6.9
"Lake County, MN",Lake County,Minnesota,2012,6
"Lake County, MN",Lake County,Minnesota,2013,6.3
"Lake County, MN",Lake County,Minnesota,2014,4.7
"Lake County, MN",Lake County,Minnesota,2015,4.9
"Lake County, MT",Lake County,Montana,2010,8.9
"Lake County, MT",Lake County,Montana,2011,8.7
"Lake County, MT",Lake County,Montana,2012,7.5
"Lake County, MT",Lake County,Montana,2013,6.4
"Lake County, MT",Lake County,Montana,2014,5.5
"Lake County, MT",Lake County,Montana,2015,5.1
"Lake County, OH",Lake County,Ohio,2010,8
"Lake County, OH",Lake County,Ohio,2011,6.8
"Lake County, OH",Lake County,Ohio,2012,6
"Lake County, OH",Lake County,Ohio,2013,6.3
"Lake County, OH",Lake County,Ohio,2014,5.5
"Lake County, OH",Lake County,Ohio,2015,4.5
"Lake County, OR",Lake County,Oregon,2010,13.6
"Lake County, OR",Lake County,Oregon,2011,13.3
"Lake County, OR",Lake County,Oregon,2012,12.9
"Lake County, OR",Lake County,Oregon,2013,11.2
"Lake County, OR",Lake County,Oregon,2014,9.4
"Lake County, OR",Lake County,Oregon,2015,7.5
"Lake County, SD",Lake County,South Dakota,2010,5.6
"Lake County, SD",Lake County,South Dakota,2011,4.8
"Lake County, SD",Lake County,South Dakota,2012,4
"Lake County, SD",Lake County,South Dakota,2013,3.8
"Lake County, SD",Lake County,South Dakota,2014,3.5
"Lake County, SD",Lake County,South Dakota,2015,3.6
"Lake County, TN",Lake County,Tennessee,2010,11.3
"Lake County, TN",Lake County,Tennessee,2011,12.2
"Lake County, TN",Lake County,Tennessee,2012,10.6
