State,County,County_State,Year,Poverty_Rate
OH,Cuyahoga County,"Cuyahoga County, OH",2012,20.9
OH,Cuyahoga County,"Cuyahoga County, OH",2013,16.3
OH,Cuyahoga County,"Cuyahoga County, OH",2014,21.8
OH,Cuyahoga County,"Cuyahoga County, OH",2015,10.7
MN,Dakota County,"Dakota County, MN",2010,7.1
MN,Dakota County,"Dakota County, MN",2011,6.3
MN,Dakota County,"Dakota County, MN",2012,8.3
MN,Dakota County,"Dakota County, MN",2013,7.3
MN,Dakota County,"Dakota County, MN",2014,7.4
MN,Dakota County,"Dakota County, MN",2015,24.8
IA,Dallas County,"Dallas County, IA",2010,7.1
IA,Dallas County,"Dallas County, IA",2011,16.6
IA,Dallas County,"Dallas County, IA",2012,23.5
IA,Dallas County,"Dallas County, IA",2013,25.1
IA,Dallas County,"Dallas County, IA",2014,16.8
IA,Dallas County,"Dallas County, IA",2015,20.4
TX,Dallas County,"Dallas County, TX",2010,19.2
TX,Dallas County,"Dallas County, TX",2011,8.8
TX,Dallas County,"Dallas County, TX",2012,11.4
TX,Dallas County,"Dallas County, TX",2013,14.9
TX,Dallas County,"Dallas County, TX",2014,14.1
TX,Dallas County,"Dallas County, TX",2015,17.7
WI,Dane County,"Dane County, WI",2010,12.2
WI,Dane County,"Dane County, WI",2011,19.5
WI,Dane County,"Dane County, WI",2012,20.1
WI,Dane County,"Dane County, WI",2013,17
WI,Dane County,"Dane County, WI",2014,16.1
WI,Dane County,"Dane County, WI",2015,15.5
SC,Darlington County,"Darlington County, SC",2010,22.2
SC,Darlington County,"Darlington County, SC",2011,11.1
SC,Darlington County,"Darlington County, SC",2012,8.2
SC,Darlington County,"Darlington County, SC",2013,6.8
SC,Darlington County,"Darlington County, SC",2014,8.5
SC,Darlington County,"Darlington County, SC",2015,11.4
PA,Dauphin County,"Dauphin County, PA",2010,14.4
PA,Dauphin County,"Dauphin County, PA",2011,16.2
PA,Dauphin County,"Dauphin County, PA",2012,21
PA,Dauphin County,"Dauphin County, PA",2013,9.3
PA,Dauphin County,"Dauphin County, PA",2014,8.5
PA,Dauphin County,"Dauphin County, PA",2015,15.3
NC,Davidson County,"Davidson County, NC",2010,17.5
NC,Davidson County,"Davidson County, NC",2011,19.1
NC,Davidson County,"Davidson County, NC",2012,15.3
NC,Davidson County,"Davidson County, NC",2013,11.9
NC,Davidson County,"Davidson County, NC",2014,12.7
NC,Davidson County,"Davidson County, NC",2015,16.6
TN,Davidson County,"Davidson County, TN",2010,20.2
TN,Davidson County,"Davidson County, TN",2011,15.9
TN,Davidson County,"Davidson County, TN",2012,13.1
TN,Davidson County,"Davidson County, TN",2013,18.6
TN,Davidson County,"Davidson County, TN",2014,15.6
TN,Davidson County,"Davidson County, TN",2015,21.8
KY,Daviess County,"Daviess County, KY",2010,16.6
KY,Daviess County,"Daviess County, KY",2011,22.9
KY,Daviess County,"Daviess County, KY",2012,15
KY,Daviess County,"Daviess County, KY",2013,15.5
KY,Daviess County,"Daviess County, KY",2014,13.5
KY,Daviess County,"Daviess County, KY",2015,8.1
UT,Davis County,"Davis County, UT",2010,7.8
UT,Davis County,"Davis County, UT",2011,32.9
UT,Davis County,"Davis County, UT",2012,18.4
UT,Davis County,"Davis County, UT",2013,15.3
UT,Davis County,"Davis County, UT",2014,15.4
UT,Davis County,"Davis County, UT",2015,12.9
AL,DeKalb County,"DeKalb County, AL",2010,19.6
AL,DeKalb County,"DeKalb County, AL",2011,18.7
AL,DeKalb County,"DeKalb County, AL",2012,13.3
AL,DeKalb County,"DeKalb County, AL",2013,16.6
AL,DeKalb County,"DeKalb County, AL",2014,25.9
AL,DeKalb County,"DeKalb County, AL",2015,20.5
GA,DeKalb County,"DeKalb County, GA",2010,19.2
GA,DeKalb County,"DeKalb County, GA",2011,19.2
GA,DeKalb County,"DeKalb County, GA",2012,13.3
GA,DeKalb County,"DeKalb County, GA",2013,15.4
GA,DeKalb County,"DeKalb County, GA",2014,13.3
GA,DeKalb County,"DeKalb County, GA",2015,12
IL,DeKalb County,"DeKalb County, IL",2010,16.3
IL,DeKalb County,"DeKalb County, IL",2011,17.6
IL,DeKalb County,"DeKalb County, IL",2012,21.3
IL,DeKalb County,"DeKalb County, IL",2013,22.3
IL,DeKalb County,"DeKalb County, IL",2014,23.5
IL,DeKalb County,"DeKalb County, IL",2015,13.5
IN,Delaware County,"Delaware County, IN",2010,24.3
IN,Delaware County,"Delaware County, IN",2011,13.3
IN,Delaware County,"Delaware County, IN",2012,13
IN,Delaware County,"Delaware County, IN",2013,12.1
IN,Delaware County,"Delaware County, IN",2014,12.7
IN,Delaware County,"Delaware County, IN",2015,14.7
OH,Delaware County,"Delaware County, OH",2010,6.2
OH,Delaware County,"Delaware County, OH",2011,10.7
OH,Delaware County,"Delaware County, OH",2012,15
OH,Delaware County,"Delaware County, OH",2013,7.4
OH,Delaware County,"Delaware County, OH",2014,7.4
OH,Delaware County,"Delaware County, OH",2015,15.8
PA,Delaware County,"Delaware County, PA",2010,9.7
PA,Delaware County,"Delaware County, PA",2011,14.1
PA,Delaware County,"Delaware County, PA",2012,7.6
PA,Delaware County,"Delaware County, PA",2013,16.4
PA,Delaware County,"Delaware County, PA",2014,15.4
PA,Delaware County,"Delaware County, PA",2015,6.1
TX,Denton County,"Denton County, TX",2010,8.3
TX,Denton County,"Denton County, TX",2011,6.6
TX,Denton County,"Denton County, TX",2012,28.6
TX,Denton County,"Denton County, TX",2013,17.3
TX,Denton County,"Denton County, TX",2014,18.4
TX,Denton County,"Denton County, TX",2015,8.3
CO,Denver County,"Denver County, CO",2010,21.6
CO,Denver County,"Denver County, CO",2011,18.4
CO,Denver County,"Denver County, CO",2012,19.2
CO,Denver County,"Denver County, CO",2013,18.7
CO,Denver County,"Denver County, CO",2014,15.7
CO,Denver County,"Denver County, CO",2015,4.6
OR,Deschutes County,"Deschutes County, OR",2010,15.4
OR,Deschutes County,"Deschutes County, OR",2011,14.2
OR,Deschutes County,"Deschutes County, OR",2012,19.3
OR,Deschutes County,"Deschutes County, OR",2013,19.4
OR,Deschutes County,"Deschutes County, OR",2014,22.8
OR,Deschutes County,"Deschutes County, OR",2015,14
MS,DeSoto County,"DeSoto County, MS",2010,10.2
MS,DeSoto County,"DeSoto County, MS",2011,6.9
MS,DeSoto County,"DeSoto County, MS",2012,13.6
MS,DeSoto County,"DeSoto County, MS",2013,5.5
MS,DeSoto County,"DeSoto County, MS",2014,8.2
MS,DeSoto County,"DeSoto County, MS",2015,5.2
DE,District of Columbia,"District of Columbia, DE",2010,19.2
DE,District of Columbia,"District of Columbia, DE",2011,18.7
DE,District of Columbia,"District of Columbia, DE",2012,18.2
DE,District of Columbia,"District of Columbia, DE",2013,18.9
DE,District of Columbia,"District of Columbia, DE",2014,17.7
DE,District of Columbia,"District of Columbia, DE",2015,11.2
NM,Do?a Ana County,"Do?a Ana County, NM",2010,26.3
NM,Do?a Ana County,"Do?a Ana County, NM",2011,21.3
NM,Do?a Ana County,"Do?a Ana County, NM",2012,5.6
NM,Do?a Ana County,"Do?a Ana County, NM",2013,5.8
NM,Do?a Ana County,"Do?a Ana County, NM",2014,6.1
NM,Do?a Ana County,"Do?a Ana County, NM",2015,5.2
WI,Dodge County,"Dodge County, WI",2010,7.9
WI,Dodge County,"Dodge County, WI",2011,15.3
WI,Dodge County,"Dodge County, WI",2012,22.9
WI,Dodge County,"Dodge County, WI",2013,20.8
WI,Dodge County,"Dodge County, WI",2014,20.3
WI,Dodge County,"Dodge County, WI",2015,12.7
SC,Dorchester County,"Dorchester County, SC",2010,10.9
SC,Dorchester County,"Dorchester County, SC",2011,15.7
SC,Dorchester County,"Dorchester County, SC",2012,16.9
SC,Dorchester County,"Dorchester County, SC",2013,9.7
SC,Dorchester County,"Dorchester County, SC",2014,8.4
SC,Dorchester County,"Dorchester County, SC",2015,10.7
GA,Dougherty County,"Dougherty County, GA",2010,36.4
GA,Dougherty County,"Dougherty County, GA",2011,29.1
GA,Dougherty County,"Dougherty County, GA",2012,20.8
GA,Dougherty County,"Dougherty County, GA",2013,19.5
GA,Dougherty County,"Dougherty County, GA",2014,20.1
GA,Dougherty County,"Dougherty County, GA",2015,10.9
CO,Douglas County,"Douglas County, CO",2010,3.3
CO,Douglas County,"Douglas County, CO",2011,5
CO,Douglas County,"Douglas County, CO",2012,4.7
CO,Douglas County,"Douglas County, CO",2013,3.2
CO,Douglas County,"Douglas County, CO",2014,4
CO,Douglas County,"Douglas County, CO",2015,15.6
GA,Douglas County,"Douglas County, GA",2010,11.6
GA,Douglas County,"Douglas County, GA",2011,17.4
GA,Douglas County,"Douglas County, GA",2012,34.6
GA,Douglas County,"Douglas County, GA",2013,30.5
GA,Douglas County,"Douglas County, GA",2014,30.7
GA,Douglas County,"Douglas County, GA",2015,17.3
KS,Douglas County,"Douglas County, KS",2010,16.5
KS,Douglas County,"Douglas County, KS",2011,10.7
KS,Douglas County,"Douglas County, KS",2012,17
KS,Douglas County,"Douglas County, KS",2013,17.5
KS,Douglas County,"Douglas County, KS",2014,15.3
KS,Douglas County,"Douglas County, KS",2015,20.7
NE,Douglas County,"Douglas County, NE",2010,15.1
NE,Douglas County,"Douglas County, NE",2011,13.1
NE,Douglas County,"Douglas County, NE",2012,13.8
NE,Douglas County,"Douglas County, NE",2013,18.3
NE,Douglas County,"Douglas County, NE",2014,12.9
NE,Douglas County,"Douglas County, NE",2015,14.3
OR,Douglas County,"Douglas County, OR",2010,19.7
OR,Douglas County,"Douglas County, OR",2011,25.4
OR,Douglas County,"Douglas County, OR",2012,9.6
OR,Douglas County,"Douglas County, OR",2013,18
OR,Douglas County,"Douglas County, OR",2014,18.3
OR,Douglas County,"Douglas County, OR",2015,15.8
IA,Dubuque County,"Dubuque County, IA",2010,10.1
IA,Dubuque County,"Dubuque County, IA",2011,7.3
IA,Dubuque County,"Dubuque County, IA",2012,13
IA,Dubuque County,"Dubuque County, IA",2013,17.8
IA,Dubuque County,"Dubuque County, IA",2014,14.2
IA,Dubuque County,"Dubuque County, IA",2015,18.3
IL,DuPage County,"DuPage County, IL",2010,6.6
IL,DuPage County,"DuPage County, IL",2011,18.4
IL,DuPage County,"DuPage County, IL",2012,17.9
IL,DuPage County,"DuPage County, IL",2013,17.7
IL,DuPage County,"DuPage County, IL",2014,17
IL,DuPage County,"DuPage County, IL",2015,20.7
NC,Durham County,"Durham County, NC",2010,18.8
NC,Durham County,"Durham County, NC",2011,14.6
NC,Durham County,"Durham County, NC",2012,19.7
NC,Durham County,"Durham County, NC",2013,17.7
NC,Durham County,"Durham County, NC",2014,20
NC,Durham County,"Durham County, NC",2015,10.9
NY,Dutchess County,"Dutchess County, NY",2010,7.5
NY,Dutchess County,"Dutchess County, NY",2011,20.2
NY,Dutchess County,"Dutchess County, NY",2012,18.7
NY,Dutchess County,"Dutchess County, NY",2013,30.9
NY,Dutchess County,"Dutchess County, NY",2014,31.6
NY,Dutchess County,"Dutchess County, NY",2015,12.5
FL,Duval County,"Duval County, FL",2010,16.6
FL,Duval County,"Duval County, FL",2011,17.8
FL,Duval County,"Duval County, FL",2012,18.1
FL,Duval County,"Duval County, FL",2013,17.1
FL,Duval County,"Duval County, FL",2014,18.4
FL,Duval County,"Duval County, FL",2015,17.3
LA,East Baton Rouge Parish,"East Baton Rouge Parish, LA",2010,17.1
LA,East Baton Rouge Parish,"East Baton Rouge Parish, LA",2011,19.1
LA,East Baton Rouge Parish,"East Baton Rouge Parish, LA",2012,19.6
LA,East Baton Rouge Parish,"East Baton Rouge Parish, LA",2013,21.6
LA,East Baton Rouge Parish,"East Baton Rouge Parish, LA",2014,24.2
LA,East Baton Rouge Parish,"East Baton Rouge Parish, LA",2015,15.1
MI,Eaton County,"Eaton County, MI",2010,10.9
MI,Eaton County,"Eaton County, MI",2011,11.7
MI,Eaton County,"Eaton County, MI",2012,17.9
MI,Eaton County,"Eaton County, MI",2013,18.6
MI,Eaton County,"Eaton County, MI",2014,14.8
MI,Eaton County,"Eaton County, MI",2015,17
WI,Eau Claire County,"Eau Claire County, WI",2010,18
WI,Eau Claire County,"Eau Claire County, WI",2011,17.8
WI,Eau Claire County,"Eau Claire County, WI",2012,14
WI,Eau Claire County,"Eau Claire County, WI",2013,13.7
WI,Eau Claire County,"Eau Claire County, WI",2014,13.6
WI,Eau Claire County,"Eau Claire County, WI",2015,14.5
TX,Ector County,"Ector County, TX",2010,20
TX,Ector County,"Ector County, TX",2011,12.4
TX,Ector County,"Ector County, TX",2012,36.1
TX,Ector County,"Ector County, TX",2013,21.8
TX,Ector County,"Ector County, TX",2014,20
TX,Ector County,"Ector County, TX",2015,16.5
CA,El Dorado County,"El Dorado County, CA",2010,9.2
CA,El Dorado County,"El Dorado County, CA",2011,10.5
CA,El Dorado County,"El Dorado County, CA",2012,8.6
CA,El Dorado County,"El Dorado County, CA",2013,12.3
CA,El Dorado County,"El Dorado County, CA",2014,12.6
CA,El Dorado County,"El Dorado County, CA",2015,8.7
CO,El Paso County,"El Paso County, CO",2010,13.5
CO,El Paso County,"El Paso County, CO",2011,13.1
CO,El Paso County,"El Paso County, CO",2012,12.9
CO,El Paso County,"El Paso County, CO",2013,11.1
CO,El Paso County,"El Paso County, CO",2014,12.1
CO,El Paso County,"El Paso County, CO",2015,3.5
TX,El Paso County,"El Paso County, TX",2010,24.3
TX,El Paso County,"El Paso County, TX",2011,9.7
TX,El Paso County,"El Paso County, TX",2012,9.7
TX,El Paso County,"El Paso County, TX",2013,29.5
TX,El Paso County,"El Paso County, TX",2014,27.9
TX,El Paso County,"El Paso County, TX",2015,17.5
IN,Elkhart County,"Elkhart County, IN",2010,17.5
IN,Elkhart County,"Elkhart County, IN",2011,23
IN,Elkhart County,"Elkhart County, IN",2012,12.8
IN,Elkhart County,"Elkhart County, IN",2013,10.9
IN,Elkhart County,"Elkhart County, IN",2014,9
IN,Elkhart County,"Elkhart County, IN",2015,13.9
TX,Ellis County,"Ellis County, TX",2010,11.7
TX,Ellis County,"Ellis County, TX",2011,20.1
TX,Ellis County,"Ellis County, TX",2012,8
TX,Ellis County,"Ellis County, TX",2013,11.7
TX,Ellis County,"Ellis County, TX",2014,9.2
TX,Ellis County,"Ellis County, TX",2015,15.5
AL,Elmore County,"Elmore County, AL",2010,11
AL,Elmore County,"Elmore County, AL",2011,13.1
AL,Elmore County,"Elmore County, AL",2012,13
AL,Elmore County,"Elmore County, AL",2013,12
AL,Elmore County,"Elmore County, AL",2014,14.5
AL,Elmore County,"Elmore County, AL",2015,13.8
NY,Erie County,"Erie County, NY",2010,14.4
NY,Erie County,"Erie County, NY",2011,16
NY,Erie County,"Erie County, NY",2012,11.5
NY,Erie County,"Erie County, NY",2013,18
NY,Erie County,"Erie County, NY",2014,17.1
NY,Erie County,"Erie County, NY",2015,30.4
OH,Erie County,"Erie County, OH",2010,15.7
OH,Erie County,"Erie County, OH",2011,16.8
OH,Erie County,"Erie County, OH",2012,14
OH,Erie County,"Erie County, OH",2013,15
OH,Erie County,"Erie County, OH",2014,17.8
OH,Erie County,"Erie County, OH",2015,6.9
PA,Erie County,"Erie County, PA",2010,17.4
PA,Erie County,"Erie County, PA",2011,7.6
PA,Erie County,"Erie County, PA",2012,13.7
PA,Erie County,"Erie County, PA",2013,15.7
PA,Erie County,"Erie County, PA",2014,13
PA,Erie County,"Erie County, PA",2015,9.7
FL,Escambia County,"Escambia County, FL",2010,19.3
FL,Escambia County,"Escambia County, FL",2011,18
FL,Escambia County,"Escambia County, FL",2012,17.1
FL,Escambia County,"Escambia County, FL",2013,16.8
FL,Escambia County,"Escambia County, FL",2014,13.7
FL,Escambia County,"Escambia County, FL",2015,15.9
MA,Essex County,"Essex County, MA",2010,10.3
MA,Essex County,"Essex County, MA",2011,11.9
MA,Essex County,"Essex County, MA",2012,14
MA,Essex County,"Essex County, MA",2013,12.3
MA,Essex County,"Essex County, MA",2014,12.4
MA,Essex County,"Essex County, MA",2015,6.6
NJ,Essex County,"Essex County, NJ",2010,16.7
NJ,Essex County,"Essex County, NJ",2011,16.1
NJ,Essex County,"Essex County, NJ",2012,12.7
NJ,Essex County,"Essex County, NJ",2013,8.2
NJ,Essex County,"Essex County, NJ",2014,7.7
NJ,Essex County,"Essex County, NJ",2015,14.3
AL,Etowah County,"Etowah County, AL",2010,18
AL,Etowah County,"Etowah County, AL",2011,21
AL,Etowah County,"Etowah County, AL",2012,21.2
AL,Etowah County,"Etowah County, AL",2013,18.9
AL,Etowah County,"Etowah County, AL",2014,18.4
AL,Etowah County,"Etowah County, AL",2015,18.1
AK,Fairbanks North Star Borough,"Fairbanks North Star Borough, AK",2010,7
AK,Fairbanks North Star Borough,"Fairbanks North Star Borough, AK",2011,10.3
AK,Fairbanks North Star Borough,"Fairbanks North Star Borough, AK",2012,6.9
AK,Fairbanks North Star Borough,"Fairbanks North Star Borough, AK",2013,7.7
AK,Fairbanks North Star Borough,"Fairbanks North Star Borough, AK",2014,9.9
AK,Fairbanks North Star Borough,"Fairbanks North Star Borough, AK",2015,7.4
VA,Fairfax County,"Fairfax County, VA",2010,5.8
VA,Fairfax County,"Fairfax County, VA",2011,7.7
VA,Fairfax County,"Fairfax County, VA",2012,12.7
VA,Fairfax County,"Fairfax County, VA",2013,12.6
VA,Fairfax County,"Fairfax County, VA",2014,11.7
VA,Fairfax County,"Fairfax County, VA",2015,17.4
CT,Fairfield County,"Fairfield County, CT",2010,9.4
CT,Fairfield County,"Fairfield County, CT",2011,9.4
CT,Fairfield County,"Fairfield County, CT",2012,8.9
CT,Fairfield County,"Fairfield County, CT",2013,9.6
CT,Fairfield County,"Fairfield County, CT",2014,8.9
CT,Fairfield County,"Fairfield County, CT",2015,11.3
OH,Fairfield County,"Fairfield County, OH",2010,11.6
OH,Fairfield County,"Fairfield County, OH",2011,18.6
OH,Fairfield County,"Fairfield County, OH",2012,20.4
OH,Fairfield County,"Fairfield County, OH",2013,18.7
OH,Fairfield County,"Fairfield County, OH",2014,22.7
OH,Fairfield County,"Fairfield County, OH",2015,14.6
AR,Faulkner County,"Faulkner County, AR",2010,15.6
AR,Faulkner County,"Faulkner County, AR",2011,14.9
AR,Faulkner County,"Faulkner County, AR",2012,14.2
AR,Faulkner County,"Faulkner County, AR",2013,15.2
AR,Faulkner County,"Faulkner County, AR",2014,15.1
AR,Faulkner County,"Faulkner County, AR",2015,15.5
VA,Fauquier County,"Fauquier County, VA",2010,8.4
VA,Fauquier County,"Fauquier County, VA",2011,10.1
VA,Fauquier County,"Fauquier County, VA",2012,11.8
VA,Fauquier County,"Fauquier County, VA",2013,13.8
VA,Fauquier County,"Fauquier County, VA",2014,12.6
VA,Fauquier County,"Fauquier County, VA",2015,6.7
GA,Fayette County,"Fayette County, GA",2010,6.9
GA,Fayette County,"Fayette County, GA",2011,11.1
GA,Fayette County,"Fayette County, GA",2012,15.5
GA,Fayette County,"Fayette County, GA",2013,20.5
GA,Fayette County,"Fayette County, GA",2014,13.5
GA,Fayette County,"Fayette County, GA",2015,27.7
KY,Fayette County,"Fayette County, KY",2010,20.4
KY,Fayette County,"Fayette County, KY",2011,15.6
KY,Fayette County,"Fayette County, KY",2012,21.2
KY,Fayette County,"Fayette County, KY",2013,15.3
KY,Fayette County,"Fayette County, KY",2014,22
KY,Fayette County,"Fayette County, KY",2015,16.1
PA,Fayette County,"Fayette County, PA",2010,21.1
PA,Fayette County,"Fayette County, PA",2011,12.8
PA,Fayette County,"Fayette County, PA",2012,11.8
PA,Fayette County,"Fayette County, PA",2013,19.8
PA,Fayette County,"Fayette County, PA",2014,18.6
PA,Fayette County,"Fayette County, PA",2015,14.9
FL,Flagler County,"Flagler County, FL",2010,18.1
FL,Flagler County,"Flagler County, FL",2011,19.1
FL,Flagler County,"Flagler County, FL",2012,18.5
FL,Flagler County,"Flagler County, FL",2013,16.2
FL,Flagler County,"Flagler County, FL",2014,10.7
FL,Flagler County,"Flagler County, FL",2015,13.1
MT,Flathead County,"Flathead County, MT",2010,14.4
MT,Flathead County,"Flathead County, MT",2011,15.7
MT,Flathead County,"Flathead County, MT",2012,12.1
MT,Flathead County,"Flathead County, MT",2013,19.5
MT,Flathead County,"Flathead County, MT",2014,19.6
MT,Flathead County,"Flathead County, MT",2015,6.1
SC,Florence County,"Florence County, SC",2010,21.6
SC,Florence County,"Florence County, SC",2011,19.2
SC,Florence County,"Florence County, SC",2012,18
SC,Florence County,"Florence County, SC",2013,18.6
SC,Florence County,"Florence County, SC",2014,18.1
SC,Florence County,"Florence County, SC",2015,7.4
GA,Floyd County,"Floyd County, GA",2010,17.9
GA,Floyd County,"Floyd County, GA",2011,19.7
GA,Floyd County,"Floyd County, GA",2012,8.1
GA,Floyd County,"Floyd County, GA",2013,6.7
GA,Floyd County,"Floyd County, GA",2014,6.6
GA,Floyd County,"Floyd County, GA",2015,14.4
IN,Floyd County,"Floyd County, IN",2010,12.2
IN,Floyd County,"Floyd County, IN",2011,20.6
IN,Floyd County,"Floyd County, IN",2012,22.2
IN,Floyd County,"Floyd County, IN",2013,22.6
IN,Floyd County,"Floyd County, IN",2014,21.9
IN,Floyd County,"Floyd County, IN",2015,8.4
WI,Fond du Lac County,"Fond du Lac County, WI",2010,12.5
WI,Fond du Lac County,"Fond du Lac County, WI",2011,10.9
WI,Fond du Lac County,"Fond du Lac County, WI",2012,23.5
WI,Fond du Lac County,"Fond du Lac County, WI",2013,25.2
WI,Fond du Lac County,"Fond du Lac County, WI",2014,22.8
WI,Fond du Lac County,"Fond du Lac County, WI",2015,18.8
MS,Forrest County,"Forrest County, MS",2010,30.9
MS,Forrest County,"Forrest County, MS",2011,9.3
MS,Forrest County,"Forrest County, MS",2012,5.5
MS,Forrest County,"Forrest County, MS",2013,13.1
MS,Forrest County,"Forrest County, MS",2014,13.9
MS,Forrest County,"Forrest County, MS",2015,10.1
GA,Forsyth County,"Forsyth County, GA",2010,7.6
GA,Forsyth County,"Forsyth County, GA",2011,9.6
GA,Forsyth County,"Forsyth County, GA",2012,23.9
GA,Forsyth County,"Forsyth County, GA",2013,22.3
GA,Forsyth County,"Forsyth County, GA",2014,20.8
GA,Forsyth County,"Forsyth County, GA",2015,8.1
NC,Forsyth County,"Forsyth County, NC",2010,16.4
NC,Forsyth County,"Forsyth County, NC",2011,18.7
NC,Forsyth County,"Forsyth County, NC",2012,13
NC,Forsyth County,"Forsyth County, NC",2013,15
NC,Forsyth County,"Forsyth County, NC",2014,14.5
NC,Forsyth County,"Forsyth County, NC",2015,15.4
TX,Fort Bend County,"Fort Bend County, TX",2010,9.1
TX,Fort Bend County,"Fort Bend County, TX",2011,14
TX,Fort Bend County,"Fort Bend County, TX",2012,15
TX,Fort Bend County,"Fort Bend County, TX",2013,32.5
TX,Fort Bend County,"Fort Bend County, TX",2014,35.2
TX,Fort Bend County,"Fort Bend County, TX",2015,10.5
MA,Franklin County,"Franklin County, MA",2010,10.8
MA,Franklin County,"Franklin County, MA",2011,11.5
MA,Franklin County,"Franklin County, MA",2012,13.2
MA,Franklin County,"Franklin County, MA",2013,14.3
MA,Franklin County,"Franklin County, MA",2014,12.3
MA,Franklin County,"Franklin County, MA",2015,14.7
MO,Franklin County,"Franklin County, MO",2010,17
MO,Franklin County,"Franklin County, MO",2011,12.3
MO,Franklin County,"Franklin County, MO",2012,13
MO,Franklin County,"Franklin County, MO",2013,7.7
MO,Franklin County,"Franklin County, MO",2014,13
MO,Franklin County,"Franklin County, MO",2015,18.7
OH,Franklin County,"Franklin County, OH",2010,18.6
OH,Franklin County,"Franklin County, OH",2011,3.2
OH,Franklin County,"Franklin County, OH",2012,11.8
OH,Franklin County,"Franklin County, OH",2013,16
OH,Franklin County,"Franklin County, OH",2014,15.2
OH,Franklin County,"Franklin County, OH",2015,19.3
PA,Franklin County,"Franklin County, PA",2010,9.2
PA,Franklin County,"Franklin County, PA",2011,9.9
PA,Franklin County,"Franklin County, PA",2012,15.4
PA,Franklin County,"Franklin County, PA",2013,7
PA,Franklin County,"Franklin County, PA",2014,7.4
PA,Franklin County,"Franklin County, PA",2015,9.1
WA,Franklin County,"Franklin County, WA",2010,20.1
WA,Franklin County,"Franklin County, WA",2011,15
WA,Franklin County,"Franklin County, WA",2012,10.8
WA,Franklin County,"Franklin County, WA",2013,21.3
WA,Franklin County,"Franklin County, WA",2014,16.8
WA,Franklin County,"Franklin County, WA",2015,16.7
MD,Frederick County,"Frederick County, MD",2010,4.9
MD,Frederick County,"Frederick County, MD",2011,7.7
MD,Frederick County,"Frederick County, MD",2012,14.4
MD,Frederick County,"Frederick County, MD",2013,8.6
MD,Frederick County,"Frederick County, MD",2014,10.5
MD,Frederick County,"Frederick County, MD",2015,6.3
VA,Frederick County,"Frederick County, VA",2010,5.1
VA,Frederick County,"Frederick County, VA",2011,8.6
VA,Frederick County,"Frederick County, VA",2012,9.5
VA,Frederick County,"Frederick County, VA",2013,15.9
VA,Frederick County,"Frederick County, VA",2014,12
VA,Frederick County,"Frederick County, VA",2015,10.4
CA,Fresno County,"Fresno County, CA",2010,26.8
CA,Fresno County,"Fresno County, CA",2011,25.8
CA,Fresno County,"Fresno County, CA",2012,28.4
CA,Fresno County,"Fresno County, CA",2013,28.8
CA,Fresno County,"Fresno County, CA",2014,27.7
CA,Fresno County,"Fresno County, CA",2015,25.3
GA,Fulton County,"Fulton County, GA",2010,17.2
GA,Fulton County,"Fulton County, GA",2011,19.1
GA,Fulton County,"Fulton County, GA",2012,6
GA,Fulton County,"Fulton County, GA",2013,8.1
GA,Fulton County,"Fulton County, GA",2014,6.1
GA,Fulton County,"Fulton County, GA",2015,18.9
MT,Gallatin County,"Gallatin County, MT",2010,14.1
MT,Gallatin County,"Gallatin County, MT",2011,10.6
MT,Gallatin County,"Gallatin County, MT",2012,29.2
MT,Gallatin County,"Gallatin County, MT",2013,10.7
MT,Gallatin County,"Gallatin County, MT",2014,9.2
MT,Gallatin County,"Gallatin County, MT",2015,15.3
TX,Galveston County,"Galveston County, TX",2010,12.5
TX,Galveston County,"Galveston County, TX",2011,13.1
TX,Galveston County,"Galveston County, TX",2012,19.4
TX,Galveston County,"Galveston County, TX",2013,8.2
TX,Galveston County,"Galveston County, TX",2014,7.2
TX,Galveston County,"Galveston County, TX",2015,25
AR,Garland County,"Garland County, AR",2010,23.8
AR,Garland County,"Garland County, AR",2011,21.8
AR,Garland County,"Garland County, AR",2012,19.9
AR,Garland County,"Garland County, AR",2013,24
AR,Garland County,"Garland County, AR",2014,18.9
AR,Garland County,"Garland County, AR",2015,20.1
NC,Gaston County,"Gaston County, NC",2010,20.5
NC,Gaston County,"Gaston County, NC",2011,13.4
NC,Gaston County,"Gaston County, NC",2012,23.5
NC,Gaston County,"Gaston County, NC",2013,16.4
NC,Gaston County,"Gaston County, NC",2014,16.4
NC,Gaston County,"Gaston County, NC",2015,13.5
OH,Geauga County,"Geauga County, OH",2010,7.7
OH,Geauga County,"Geauga County, OH",2011,11.4
OH,Geauga County,"Geauga County, OH",2012,15.1
OH,Geauga County,"Geauga County, OH",2013,13.3
OH,Geauga County,"Geauga County, OH",2014,14.6
OH,Geauga County,"Geauga County, OH",2015,32.2
MI,Genesee County,"Genesee County, MI",2010,21
MI,Genesee County,"Genesee County, MI",2011,13
MI,Genesee County,"Genesee County, MI",2012,12.8
MI,Genesee County,"Genesee County, MI",2013,10.9
MI,Genesee County,"Genesee County, MI",2014,11.5
MI,Genesee County,"Genesee County, MI",2015,15.8
NJ,Gloucester County,"Gloucester County, NJ",2010,6.3
NJ,Gloucester County,"Gloucester County, NJ",2011,17.6
NJ,Gloucester County,"Gloucester County, NJ",2012,8.9
NJ,Gloucester County,"Gloucester County, NJ",2013,5.7
NJ,Gloucester County,"Gloucester County, NJ",2014,7.1
