State,County,County_State,Year,Poverty_Rate
MI,Midland County,"Midland County, MI",2014,12.2
MI,Midland County,"Midland County, MI",2015,6.7
TX,Midland County,"Midland County, TX",2010,14.7
TX,Midland County,"Midland County, TX",2011,18.4
TX,Midland County,"Midland County, TX",2012,21.2
TX,Midland County,"Midland County, TX",2013,22.5
TX,Midland County,"Midland County, TX",2014,20.5
TX,Midland County,"Midland County, TX",2015,20.5
WI,Milwaukee County,"Milwaukee County, WI",2010,21.5
WI,Milwaukee County,"Milwaukee County, WI",2011,15
WI,Milwaukee County,"Milwaukee County, WI",2012,15.8
WI,Milwaukee County,"Milwaukee County, WI",2013,12.5
WI,Milwaukee County,"Milwaukee County, WI",2014,12.4
WI,Milwaukee County,"Milwaukee County, WI",2015,19.7
SD,Minnehaha County,"Minnehaha County, SD",2010,11.5
SD,Minnehaha County,"Minnehaha County, SD",2011,19.5
SD,Minnehaha County,"Minnehaha County, SD",2012,24.4
SD,Minnehaha County,"Minnehaha County, SD",2013,23.8
SD,Minnehaha County,"Minnehaha County, SD",2014,20.9
SD,Minnehaha County,"Minnehaha County, SD",2015,16.8
MT,Missoula County,"Missoula County, MT",2010,14.2
MT,Missoula County,"Missoula County, MT",2011,12.8
MT,Missoula County,"Missoula County, MT",2012,19.9
MT,Missoula County,"Missoula County, MT",2013,26.6
MT,Missoula County,"Missoula County, MT",2014,28.5
MT,Missoula County,"Missoula County, MT",2015,10.1
AL,Mobile County,"Mobile County, AL",2010,20.2
AL,Mobile County,"Mobile County, AL",2011,19.4
AL,Mobile County,"Mobile County, AL",2012,21.1
AL,Mobile County,"Mobile County, AL",2013,20
AL,Mobile County,"Mobile County, AL",2014,19.3
AL,Mobile County,"Mobile County, AL",2015,17.7
AZ,Mohave County,"Mohave County, AZ",2010,17.7
AZ,Mohave County,"Mohave County, AZ",2011,21.7
AZ,Mohave County,"Mohave County, AZ",2012,21.7
AZ,Mohave County,"Mohave County, AZ",2013,21.2
AZ,Mohave County,"Mohave County, AZ",2014,20.6
AZ,Mohave County,"Mohave County, AZ",2015,16.2
NJ,Monmouth County,"Monmouth County, NJ",2010,6.6
NJ,Monmouth County,"Monmouth County, NJ",2011,8.5
NJ,Monmouth County,"Monmouth County, NJ",2012,4.4
NJ,Monmouth County,"Monmouth County, NJ",2013,9.8
NJ,Monmouth County,"Monmouth County, NJ",2014,8
NJ,Monmouth County,"Monmouth County, NJ",2015,17.1
WV,Monongalia County,"Monongalia County, WV",2010,24.6
WV,Monongalia County,"Monongalia County, WV",2011,16.5
WV,Monongalia County,"Monongalia County, WV",2012,12.6
WV,Monongalia County,"Monongalia County, WV",2013,17.8
WV,Monongalia County,"Monongalia County, WV",2014,16.6
WV,Monongalia County,"Monongalia County, WV",2015,14.3
FL,Monroe County,"Monroe County, FL",2010,11.1
FL,Monroe County,"Monroe County, FL",2011,13.5
FL,Monroe County,"Monroe County, FL",2012,14.2
FL,Monroe County,"Monroe County, FL",2013,19.7
FL,Monroe County,"Monroe County, FL",2014,14.6
FL,Monroe County,"Monroe County, FL",2015,20
IN,Monroe County,"Monroe County, IN",2010,25.5
IN,Monroe County,"Monroe County, IN",2011,21.1
IN,Monroe County,"Monroe County, IN",2012,15.2
IN,Monroe County,"Monroe County, IN",2013,20.1
IN,Monroe County,"Monroe County, IN",2014,16.5
IN,Monroe County,"Monroe County, IN",2015,16.4
MI,Monroe County,"Monroe County, MI",2010,12.7
MI,Monroe County,"Monroe County, MI",2011,14
MI,Monroe County,"Monroe County, MI",2012,18
MI,Monroe County,"Monroe County, MI",2013,15.8
MI,Monroe County,"Monroe County, MI",2014,16.2
MI,Monroe County,"Monroe County, MI",2015,11.7
NY,Monroe County,"Monroe County, NY",2010,15.4
NY,Monroe County,"Monroe County, NY",2011,23.6
NY,Monroe County,"Monroe County, NY",2012,14.1
NY,Monroe County,"Monroe County, NY",2013,15.6
NY,Monroe County,"Monroe County, NY",2014,17.1
NY,Monroe County,"Monroe County, NY",2015,13.9
PA,Monroe County,"Monroe County, PA",2010,13.6
PA,Monroe County,"Monroe County, PA",2011,15.5
PA,Monroe County,"Monroe County, PA",2012,14.2
PA,Monroe County,"Monroe County, PA",2013,14.1
PA,Monroe County,"Monroe County, PA",2014,16.8
PA,Monroe County,"Monroe County, PA",2015,20.8
CA,Monterey County,"Monterey County, CA",2010,17.1
CA,Monterey County,"Monterey County, CA",2011,17.4
CA,Monterey County,"Monterey County, CA",2012,18.4
CA,Monterey County,"Monterey County, CA",2013,17.9
CA,Monterey County,"Monterey County, CA",2014,17.2
CA,Monterey County,"Monterey County, CA",2015,15.3
AL,Montgomery County,"Montgomery County, AL",2010,21.1
AL,Montgomery County,"Montgomery County, AL",2011,23.1
AL,Montgomery County,"Montgomery County, AL",2012,21.4
AL,Montgomery County,"Montgomery County, AL",2013,21.7
AL,Montgomery County,"Montgomery County, AL",2014,22.3
AL,Montgomery County,"Montgomery County, AL",2015,22.5
MD,Montgomery County,"Montgomery County, MD",2010,7.7
MD,Montgomery County,"Montgomery County, MD",2011,6.1
MD,Montgomery County,"Montgomery County, MD",2012,8.3
MD,Montgomery County,"Montgomery County, MD",2013,7.3
MD,Montgomery County,"Montgomery County, MD",2014,8.1
MD,Montgomery County,"Montgomery County, MD",2015,7.9
OH,Montgomery County,"Montgomery County, OH",2010,17.8
OH,Montgomery County,"Montgomery County, OH",2011,19.4
OH,Montgomery County,"Montgomery County, OH",2012,14.4
OH,Montgomery County,"Montgomery County, OH",2013,18.2
OH,Montgomery County,"Montgomery County, OH",2014,20.3
OH,Montgomery County,"Montgomery County, OH",2015,16.6
PA,Montgomery County,"Montgomery County, PA",2010,5.5
PA,Montgomery County,"Montgomery County, PA",2011,14
PA,Montgomery County,"Montgomery County, PA",2012,13
PA,Montgomery County,"Montgomery County, PA",2013,14.9
PA,Montgomery County,"Montgomery County, PA",2014,15.5
PA,Montgomery County,"Montgomery County, PA",2015,8.9
TN,Montgomery County,"Montgomery County, TN",2010,16.6
TN,Montgomery County,"Montgomery County, TN",2011,14.2
TN,Montgomery County,"Montgomery County, TN",2012,18.9
TN,Montgomery County,"Montgomery County, TN",2013,22.6
TN,Montgomery County,"Montgomery County, TN",2014,13.9
TN,Montgomery County,"Montgomery County, TN",2015,13.2
TX,Montgomery County,"Montgomery County, TX",2010,11.7
TX,Montgomery County,"Montgomery County, TX",2011,20.6
TX,Montgomery County,"Montgomery County, TX",2012,12.8
TX,Montgomery County,"Montgomery County, TX",2013,34.3
TX,Montgomery County,"Montgomery County, TX",2014,34
TX,Montgomery County,"Montgomery County, TX",2015,14.9
VA,Montgomery County,"Montgomery County, VA",2010,24.9
VA,Montgomery County,"Montgomery County, VA",2011,5.8
VA,Montgomery County,"Montgomery County, VA",2012,5.8
VA,Montgomery County,"Montgomery County, VA",2013,7.4
VA,Montgomery County,"Montgomery County, VA",2014,9.5
VA,Montgomery County,"Montgomery County, VA",2015,10.8
NC,Moore County,"Moore County, NC",2010,18.5
NC,Moore County,"Moore County, NC",2011,15.2
NC,Moore County,"Moore County, NC",2012,18.7
NC,Moore County,"Moore County, NC",2013,19.2
NC,Moore County,"Moore County, NC",2014,16.3
NC,Moore County,"Moore County, NC",2015,18.3
AL,Morgan County,"Morgan County, AL",2010,12.8
AL,Morgan County,"Morgan County, AL",2011,17.1
AL,Morgan County,"Morgan County, AL",2012,16.3
AL,Morgan County,"Morgan County, AL",2013,18.1
AL,Morgan County,"Morgan County, AL",2014,14.1
AL,Morgan County,"Morgan County, AL",2015,16.8
IN,Morgan County,"Morgan County, IN",2010,12.1
IN,Morgan County,"Morgan County, IN",2011,25.4
IN,Morgan County,"Morgan County, IN",2012,21.5
IN,Morgan County,"Morgan County, IN",2013,21.2
IN,Morgan County,"Morgan County, IN",2014,21.4
IN,Morgan County,"Morgan County, IN",2015,17.2
NJ,Morris County,"Morris County, NJ",2010,6
NJ,Morris County,"Morris County, NJ",2011,6.6
NJ,Morris County,"Morris County, NJ",2012,10.5
NJ,Morris County,"Morris County, NJ",2013,19.7
NJ,Morris County,"Morris County, NJ",2014,17.8
NJ,Morris County,"Morris County, NJ",2015,7.2
OR,Multnomah County,"Multnomah County, OR",2010,18.2
OR,Multnomah County,"Multnomah County, OR",2011,21.4
OR,Multnomah County,"Multnomah County, OR",2012,17.7
OR,Multnomah County,"Multnomah County, OR",2013,9.4
OR,Multnomah County,"Multnomah County, OR",2014,9.2
OR,Multnomah County,"Multnomah County, OR",2015,10
GA,Muscogee County,"Muscogee County, GA",2010,20.6
GA,Muscogee County,"Muscogee County, GA",2011,26.9
GA,Muscogee County,"Muscogee County, GA",2012,17.3
GA,Muscogee County,"Muscogee County, GA",2013,20.1
GA,Muscogee County,"Muscogee County, GA",2014,13.7
GA,Muscogee County,"Muscogee County, GA",2015,16.4
MI,Muskegon County,"Muskegon County, MI",2010,21.1
MI,Muskegon County,"Muskegon County, MI",2011,12.2
MI,Muskegon County,"Muskegon County, MI",2012,14.3
MI,Muskegon County,"Muskegon County, MI",2013,16.6
MI,Muskegon County,"Muskegon County, MI",2014,11.7
MI,Muskegon County,"Muskegon County, MI",2015,15.6
OH,Muskingum County,"Muskingum County, OH",2010,17.1
OH,Muskingum County,"Muskingum County, OH",2011,10.2
OH,Muskingum County,"Muskingum County, OH",2012,22.7
OH,Muskingum County,"Muskingum County, OH",2013,9
OH,Muskingum County,"Muskingum County, OH",2014,8.4
OH,Muskingum County,"Muskingum County, OH",2015,10.8
OK,Muskogee County,"Muskogee County, OK",2010,21.3
OK,Muskogee County,"Muskogee County, OK",2011,13.7
OK,Muskogee County,"Muskogee County, OK",2012,11.4
OK,Muskogee County,"Muskogee County, OK",2013,19.2
OK,Muskogee County,"Muskogee County, OK",2014,17.2
OK,Muskogee County,"Muskogee County, OK",2015,13.3
CA,Napa County,"Napa County, CA",2010,11.7
CA,Napa County,"Napa County, CA",2011,14.6
CA,Napa County,"Napa County, CA",2012,8.9
CA,Napa County,"Napa County, CA",2013,9
CA,Napa County,"Napa County, CA",2014,8.3
CA,Napa County,"Napa County, CA",2015,10.8
NC,Nash County,"Nash County, NC",2010,14.1
NC,Nash County,"Nash County, NC",2011,14.5
NC,Nash County,"Nash County, NC",2012,13.6
NC,Nash County,"Nash County, NC",2013,19
NC,Nash County,"Nash County, NC",2014,17.1
NC,Nash County,"Nash County, NC",2015,17.3
FL,Nassau County,"Nassau County, FL",2010,10.7
FL,Nassau County,"Nassau County, FL",2011,10.5
FL,Nassau County,"Nassau County, FL",2012,15.5
FL,Nassau County,"Nassau County, FL",2013,15.6
FL,Nassau County,"Nassau County, FL",2014,11.8
FL,Nassau County,"Nassau County, FL",2015,10
NY,Nassau County,"Nassau County, NY",2010,5.9
NY,Nassau County,"Nassau County, NY",2011,13.7
NY,Nassau County,"Nassau County, NY",2012,14.5
NY,Nassau County,"Nassau County, NY",2013,9.1
NY,Nassau County,"Nassau County, NY",2014,9.7
NY,Nassau County,"Nassau County, NY",2015,19.5
DC,Natrona County,"Natrona County, DC",2010,6.8
DC,Natrona County,"Natrona County, DC",2011,5.4
DC,Natrona County,"Natrona County, DC",2012,11.5
DC,Natrona County,"Natrona County, DC",2013,12.8
DC,Natrona County,"Natrona County, DC",2014,12.8
DC,Natrona County,"Natrona County, DC",2015,5.5
AZ,Navajo County,"Navajo County, AZ",2010,27.6
AZ,Navajo County,"Navajo County, AZ",2011,33
AZ,Navajo County,"Navajo County, AZ",2012,30.7
AZ,Navajo County,"Navajo County, AZ",2013,32.7
AZ,Navajo County,"Navajo County, AZ",2014,28.8
AZ,Navajo County,"Navajo County, AZ",2015,28.2
CA,Nevada County,"Nevada County, CA",2010,11.9
CA,Nevada County,"Nevada County, CA",2011,12.4
CA,Nevada County,"Nevada County, CA",2012,11.6
CA,Nevada County,"Nevada County, CA",2013,13.5
CA,Nevada County,"Nevada County, CA",2014,10.7
CA,Nevada County,"Nevada County, CA",2015,13.4
DE,New Castle County,"New Castle County, DE",2010,11.3
DE,New Castle County,"New Castle County, DE",2011,11.5
DE,New Castle County,"New Castle County, DE",2012,10.8
DE,New Castle County,"New Castle County, DE",2013,11.6
DE,New Castle County,"New Castle County, DE",2014,11.9
DE,New Castle County,"New Castle County, DE",2015,14.6
NC,New Hanover County,"New Hanover County, NC",2010,18.1
NC,New Hanover County,"New Hanover County, NC",2011,17.1
NC,New Hanover County,"New Hanover County, NC",2012,15
NC,New Hanover County,"New Hanover County, NC",2013,18.1
NC,New Hanover County,"New Hanover County, NC",2014,21.1
NC,New Hanover County,"New Hanover County, NC",2015,15.4
CT,New Haven County,"New Haven County, CT",2010,11.7
CT,New Haven County,"New Haven County, CT",2011,13.2
CT,New Haven County,"New Haven County, CT",2012,13.5
CT,New Haven County,"New Haven County, CT",2013,12.9
CT,New Haven County,"New Haven County, CT",2014,13.1
CT,New Haven County,"New Haven County, CT",2015,6.5
CT,New London County,"New London County, CT",2010,8.8
CT,New London County,"New London County, CT",2011,8.8
CT,New London County,"New London County, CT",2012,9.2
CT,New London County,"New London County, CT",2013,9
CT,New London County,"New London County, CT",2014,11.3
CT,New London County,"New London County, CT",2015,13.7
NY,New York County,"New York County, NY",2010,16.4
NY,New York County,"New York County, NY",2011,10
NY,New York County,"New York County, NY",2012,24.3
NY,New York County,"New York County, NY",2013,15.2
NY,New York County,"New York County, NY",2014,15.2
NY,New York County,"New York County, NY",2015,10.3
RI,Newport County,"Newport County, RI",2010,5.8
RI,Newport County,"Newport County, RI",2011,10.5
RI,Newport County,"Newport County, RI",2012,15.2
RI,Newport County,"Newport County, RI",2013,9.9
RI,Newport County,"Newport County, RI",2014,9.8
RI,Newport County,"Newport County, RI",2015,12.5
VA,Newport News city,"Newport News city, VA",2010,14.6
VA,Newport News city,"Newport News city, VA",2011,6.8
VA,Newport News city,"Newport News city, VA",2012,9.2
VA,Newport News city,"Newport News city, VA",2013,7
VA,Newport News city,"Newport News city, VA",2014,7.4
VA,Newport News city,"Newport News city, VA",2015,4
GA,Newton County,"Newton County, GA",2010,14.7
GA,Newton County,"Newton County, GA",2011,18.9
GA,Newton County,"Newton County, GA",2012,24.5
GA,Newton County,"Newton County, GA",2013,26.2
GA,Newton County,"Newton County, GA",2014,23.8
GA,Newton County,"Newton County, GA",2015,23.1
NY,Niagara County,"Niagara County, NY",2010,14.4
NY,Niagara County,"Niagara County, NY",2011,16.7
NY,Niagara County,"Niagara County, NY",2012,12.8
NY,Niagara County,"Niagara County, NY",2013,15.9
NY,Niagara County,"Niagara County, NY",2014,14.4
NY,Niagara County,"Niagara County, NY",2015,15.6
VA,Norfolk city,"Norfolk city, VA",2010,16.4
VA,Norfolk city,"Norfolk city, VA",2011,8.6
VA,Norfolk city,"Norfolk city, VA",2012,4.5
VA,Norfolk city,"Norfolk city, VA",2013,7.7
VA,Norfolk city,"Norfolk city, VA",2014,9
VA,Norfolk city,"Norfolk city, VA",2015,22.2
MA,Norfolk County,"Norfolk County, MA",2010,6.1
MA,Norfolk County,"Norfolk County, MA",2011,8.2
MA,Norfolk County,"Norfolk County, MA",2012,14
MA,Norfolk County,"Norfolk County, MA",2013,13.3
MA,Norfolk County,"Norfolk County, MA",2014,16.4
MA,Norfolk County,"Norfolk County, MA",2015,16.9
