County_State,County,State,Median_HV,Median_HI
"Deer Lodge County, Montana",Deer Lodge County, Montana,129250,50688
"Fallon County, Montana",Fallon County, Montana,138050,67957
"Fergus County, Montana",Fergus County, Montana,121300,48252
"Flathead County, Montana",Flathead County, Montana,228600,53092
"Gallatin County, Montana",Gallatin County, Montana,270650,65517.5
"Garfield County, Montana",Garfield County, Montana,181650,50803.5
"Glacier County, Montana",Glacier County, Montana,108650,56979.5
"Golden Valley County, Montana",Golden Valley County, Montana,95950,52812.5
"Granite County, Montana",Granite County, Montana,210300,54067
"Hill County, Montana",Hill County, Montana,115950,52841.5
"Jefferson County, Montana",Jefferson County, Montana,238950,65286.5
"Judith Basin County, Montana",Judith Basin County, Montana,128300,51339.5
"Lake County, Montana",Lake County, Montana,220200,45264.5
"Lewis and Clark County, Montana",Lewis and Clark County, Montana,204150,64318.5
"Liberty County, Montana",Liberty County, Montana,101650,51634.5
"Lincoln County, Montana",Lincoln County, Montana,160200,39164
"McCone County, Montana",McCone County, Montana,137150,53560
"Madison County, Montana",Madison County, Montana,241750,47981
"Meagher County, Montana",Meagher County, Montana,141950,44340.5
"Mineral County, Montana",Mineral County, Montana,177050,43346.5
"Missoula County, Montana",Missoula County, Montana,233650,60756
"Musselshell County, Montana",Musselshell County, Montana,132700,49623
"Park County, Montana",Park County, Montana,213600,50597.5
"Petroleum County, Montana",Petroleum County, Montana,89950,52187.5
"Phillips County, Montana",Phillips County, Montana,125250,50998.5
"Pondera County, Montana",Pondera County, Montana,115400,53222.5
"Powder River County, Montana",Powder River County, Montana,108300,54469
"Powell County, Montana",Powell County, Montana,127050,50830.5
"Prairie County, Montana",Prairie County, Montana,102200,50380.5
"Ravalli County, Montana",Ravalli County, Montana,236100,47980.5
"Richland County, Montana",Richland County, Montana,189000,77836.5
"Roosevelt County, Montana",Roosevelt County, Montana,104750,51708.5
"Rosebud County, Montana",Rosebud County, Montana,120200,59965.5
"Sanders County, Montana",Sanders County, Montana,181550,37326
"Sheridan County, Montana",Sheridan County, Montana,140700,57404
"Silver Bow County, Montana",Silver Bow County, Montana,126550,50140.5
"Stillwater County, Montana",Stillwater County, Montana,196900,58128
"Sweet Grass County, Montana",Sweet Grass County, Montana,188350,57754
"Teton County, Montana",Teton County, Montana,142500,54373
"Toole County, Montana",Toole County, Montana,120400,56192.5
"Treasure County, Montana",Treasure County, Montana,93150,47430.5
"Valley County, Montana",Valley County, Montana,129300,61560
"Wheatland County, Montana",Wheatland County, Montana,83700,37838.5
"Wibaux County, Montana",Wibaux County, Montana,106600,45125
"Yellowstone County, Montana",Yellowstone County, Montana,186900,60471
"Adams County, Nebraska",Adams County, Nebraska,102400,60531.5
"Antelope County, Nebraska",Antelope County, Nebraska,79900,53083
"Arthur County, Nebraska",Arthur County, Nebraska,101700,52187.5
"Banner County, Nebraska",Banner County, Nebraska,104500,56406.5
"Blaine County, Nebraska",Blaine County, Nebraska,79950,51000
"Boone County, Nebraska",Boone County, Nebraska,101850,57180
"Box Butte County, Nebraska",Box Butte County, Nebraska,88700,65283.5
"Boyd County, Nebraska",Boyd County, Nebraska,58700,49594
"Brown County, Nebraska",Brown County, Nebraska,71350,51074
"Buffalo County, Nebraska",Buffalo County, Nebraska,142950,69294
"Burt County, Nebraska",Burt County, Nebraska,89300,53417.5
"Butler County, Nebraska",Butler County, Nebraska,102400,57356.5
"Cass County, Nebraska",Cass County, Nebraska,148250,64416
"Cedar County, Nebraska",Cedar County, Nebraska,104050,58707
"Chase County, Nebraska",Chase County, Nebraska,91000,54851.5
"Cherry County, Nebraska",Cherry County, Nebraska,114250,57325.5
"Cheyenne County, Nebraska",Cheyenne County, Nebraska,110200,66171
"Clay County, Nebraska",Clay County, Nebraska,80350,58582.5
"Colfax County, Nebraska",Colfax County, Nebraska,87400,57954
"Cuming County, Nebraska",Cuming County, Nebraska,102300,60647.5
"Custer County, Nebraska",Custer County, Nebraska,86300,54028.5
"Dakota County, Nebraska",Dakota County, Nebraska,110600,56421.5
"Dawes County, Nebraska",Dawes County, Nebraska,103950,55813.5
"Dawson County, Nebraska",Dawson County, Nebraska,89000,56603.5
"Deuel County, Nebraska",Deuel County, Nebraska,69400,57877.5
"Dixon County, Nebraska",Dixon County, Nebraska,81300,56063.5
"Dodge County, Nebraska",Dodge County, Nebraska,112900,56767
"Douglas County, Nebraska",Douglas County, Nebraska,142600,67789.5
"Dundy County, Nebraska",Dundy County, Nebraska,72100,57053.5
"Fillmore County, Nebraska",Fillmore County, Nebraska,76250,58742.5
"Franklin County, Nebraska",Franklin County, Nebraska,61300,51765.5
"Frontier County, Nebraska",Frontier County, Nebraska,89200,54217
"Furnas County, Nebraska",Furnas County, Nebraska,65350,45276.5
"Gage County, Nebraska",Gage County, Nebraska,108100,57213
"Garden County, Nebraska",Garden County, Nebraska,74400,55074
"Garfield County, Nebraska",Garfield County, Nebraska,89350,50164.5
"Gosper County, Nebraska",Gosper County, Nebraska,108100,53437.5
"Grant County, Nebraska",Grant County, Nebraska,69450,39579.5
"Greeley County, Nebraska",Greeley County, Nebraska,64600,50619
"Hall County, Nebraska",Hall County, Nebraska,121550,59479.5
"Hamilton County, Nebraska",Hamilton County, Nebraska,110000,64295
"Harlan County, Nebraska",Harlan County, Nebraska,76750,56562.5
"Hayes County, Nebraska",Hayes County, Nebraska,72100,49375
"Hitchcock County, Nebraska",Hitchcock County, Nebraska,66350,47002
"Holt County, Nebraska",Holt County, Nebraska,95350,52085
"Hooker County, Nebraska",Hooker County, Nebraska,77200,46990
"Howard County, Nebraska",Howard County, Nebraska,106500,55571
"Jefferson County, Nebraska",Jefferson County, Nebraska,71900,47841.5
"Johnson County, Nebraska",Johnson County, Nebraska,76550,50850
"Kearney County, Nebraska",Kearney County, Nebraska,109000,60267
"Keith County, Nebraska",Keith County, Nebraska,100400,59298.5
"Keya Paha County, Nebraska",Keya Paha County, Nebraska,87500,55531.5
"Kimball County, Nebraska",Kimball County, Nebraska,80200,46857
"Knox County, Nebraska",Knox County, Nebraska,84350,55797.5
"Lancaster County, Nebraska",Lancaster County, Nebraska,150800,68362.5
"Lincoln County, Nebraska",Lincoln County, Nebraska,113100,57899.5
"Logan County, Nebraska",Logan County, Nebraska,119400,56428.5
"Loup County, Nebraska",Loup County, Nebraska,129100,62910.5
"McPherson County, Nebraska",McPherson County, Nebraska,185650,62500
"Madison County, Nebraska",Madison County, Nebraska,117400,61709.5
"Merrick County, Nebraska",Merrick County, Nebraska,85650,60629.5
"Morrill County, Nebraska",Morrill County, Nebraska,81000,53405.5
"Nance County, Nebraska",Nance County, Nebraska,76200,52174.5
"Nemaha County, Nebraska",Nemaha County, Nebraska,105200,61965
"Nuckolls County, Nebraska",Nuckolls County, Nebraska,57500,52210.5
"Otoe County, Nebraska",Otoe County, Nebraska,113450,58891.5
"Pawnee County, Nebraska",Pawnee County, Nebraska,67550,53125
"Perkins County, Nebraska",Perkins County, Nebraska,100400,64238.5
"Phelps County, Nebraska",Phelps County, Nebraska,109750,58369.5
"Pierce County, Nebraska",Pierce County, Nebraska,100300,59816.5
"Platte County, Nebraska",Platte County, Nebraska,123100,61468.5
"Polk County, Nebraska",Polk County, Nebraska,103700,63616
"Red Willow County, Nebraska",Red Willow County, Nebraska,85450,53621.5
"Richardson County, Nebraska",Richardson County, Nebraska,72250,48084.5
"Rock County, Nebraska",Rock County, Nebraska,79600,53635
"Saline County, Nebraska",Saline County, Nebraska,96000,59638
"Sarpy County, Nebraska",Sarpy County, Nebraska,160700,78079.5
"Saunders County, Nebraska",Saunders County, Nebraska,148900,65625
"Scotts Bluff County, Nebraska",Scotts Bluff County, Nebraska,106250,51061
"Seward County, Nebraska",Seward County, Nebraska,145650,69079
"Sheridan County, Nebraska",Sheridan County, Nebraska,75100,49950.5
"Sherman County, Nebraska",Sherman County, Nebraska,87450,50703
"Sioux County, Nebraska",Sioux County, Nebraska,99100,40744
"Stanton County, Nebraska",Stanton County, Nebraska,102300,54022.5
"Thayer County, Nebraska",Thayer County, Nebraska,67650,52492
"Thomas County, Nebraska",Thomas County, Nebraska,93100,66354
"Thurston County, Nebraska",Thurston County, Nebraska,67000,56430.5
"Valley County, Nebraska",Valley County, Nebraska,85700,56396
"Washington County, Nebraska",Washington County, Nebraska,174200,73663.5
"Wayne County, Nebraska",Wayne County, Nebraska,116150,74377.5
"Webster County, Nebraska",Webster County, Nebraska,77450,46442.5
"Wheeler County, Nebraska",Wheeler County, Nebraska,95000,46458.5
"York County, Nebraska",York County, Nebraska,117000,59969.5
"Churchill County, Nevada",Churchill County, Nevada,140950,59198
"Clark County, Nevada",Clark County, Nevada,168150,60879
"Douglas County, Nevada",Douglas County, Nevada,273550,63485
"Elko County, Nevada",Elko County, Nevada,167050,77639.5
"Esmeralda County, Nevada",Esmeralda County, Nevada,93450,46539
"Eureka County, Nevada",Eureka County, Nevada,124350,78688.5
"Humboldt County, Nevada",Humboldt County, Nevada,144050,71284
"Lander County, Nevada",Lander County, Nevada,127200,87141.5
"Lincoln County, Nevada",Lincoln County, Nevada,131450,46781.5
"Lyon County, Nevada",Lyon County, Nevada,128200,50223.5
"Mineral County, Nevada",Mineral County, Nevada,88100,49192.5
"Nye County, Nevada",Nye County, Nevada,102000,48765
"Pershing County, Nevada",Pershing County, Nevada,93700,57800
"Storey County, Nevada",Storey County, Nevada,203950,62741.5
"Washoe County, Nevada",Washoe County, Nevada,207350,64583.5
"White Pine County, Nevada",White Pine County, Nevada,129100,63319.5
"Carson City, Nevada",Carson City, Nevada,181950,58153.5
"Belknap County, New Hampshire",Belknap County, New Hampshire,216400,65553
"Carroll County, New Hampshire",Carroll County, New Hampshire,224000,58616.5
"Cheshire County, New Hampshire",Cheshire County, New Hampshire,184900,66409.5
"Coos County, New Hampshire",Coos County, New Hampshire,121150,51860.5
"Grafton County, New Hampshire",Grafton County, New Hampshire,211150,66484.5
"Hillsborough County, New Hampshire",Hillsborough County, New Hampshire,243150,80227.5
"Merrimack County, New Hampshire",Merrimack County, New Hampshire,219500,71950
"Rockingham County, New Hampshire",Rockingham County, New Hampshire,278450,83665
"Strafford County, New Hampshire",Strafford County, New Hampshire,212650,71661.5
"Sullivan County, New Hampshire",Sullivan County, New Hampshire,170500,60034.5
"Atlantic County, New Jersey",Atlantic County, New Jersey,222700,64935.5
"Bergen County, New Jersey",Bergen County, New Jersey,435250,101405.5
"Burlington County, New Jersey",Burlington County, New Jersey,240450,81859.5
"Camden County, New Jersey",Camden County, New Jersey,192850,72935.5
"Cape May County, New Jersey",Cape May County, New Jersey,299200,65054.5
"Cumberland County, New Jersey",Cumberland County, New Jersey,158700,61806.5
"Essex County, New Jersey",Essex County, New Jersey,356450,91422
"Gloucester County, New Jersey",Gloucester County, New Jersey,206150,78679.5
"Hudson County, New Jersey",Hudson County, New Jersey,329200,82346.5
"Hunterdon County, New Jersey",Hunterdon County, New Jersey,382800,107264.5
"Mercer County, New Jersey",Mercer County, New Jersey,274150,90339
"Middlesex County, New Jersey",Middlesex County, New Jersey,317200,89939.5
"Monmouth County, New Jersey",Monmouth County, New Jersey,380900,95703.5
"Morris County, New Jersey",Morris County, New Jersey,420350,105420
"Ocean County, New Jersey",Ocean County, New Jersey,250950,64981.5
"Passaic County, New Jersey",Passaic County, New Jersey,335900,84321.5
"Salem County, New Jersey",Salem County, New Jersey,186400,73847.5
"Somerset County, New Jersey",Somerset County, New Jersey,398900,106649
"Sussex County, New Jersey",Sussex County, New Jersey,268050,85893.5
"Union County, New Jersey",Union County, New Jersey,345700,90802.5
"Warren County, New Jersey",Warren County, New Jersey,247650,76927.5
"Bernalillo County, New Mexico",Bernalillo County, New Mexico,181700,59083
"Catron County, New Mexico",Catron County, New Mexico,168600,49837
"Chaves County, New Mexico",Chaves County, New Mexico,100250,50346
"Cibola County, New Mexico",Cibola County, New Mexico,99250,42556
"Colfax County, New Mexico",Colfax County, New Mexico,123800,40667.5
"Curry County, New Mexico",Curry County, New Mexico,117400,51369.5
"De Baca County, New Mexico",De Baca County, New Mexico,84400,45081.5
"Doña Ana County, New Mexico",Doña Ana County, New Mexico,130350,50157.5
"Eddy County, New Mexico",Eddy County, New Mexico,122600,61026
"Grant County, New Mexico",Grant County, New Mexico,130450,45856
"Guadalupe County, New Mexico",Guadalupe County, New Mexico,73350,37244.5
"Harding County, New Mexico",Harding County, New Mexico,80000,33750
"Hidalgo County, New Mexico",Hidalgo County, New Mexico,78200,37676.5
"Lea County, New Mexico",Lea County, New Mexico,109550,67029.5
"Lincoln County, New Mexico",Lincoln County, New Mexico,151550,44334.5
"Los Alamos County, New Mexico",Los Alamos County, New Mexico,272300,116735.5
"Luna County, New Mexico",Luna County, New Mexico,85200,34038
"McKinley County, New Mexico",McKinley County, New Mexico,84250,41189
"Mora County, New Mexico",Mora County, New Mexico,118900,51444.5
"Otero County, New Mexico",Otero County, New Mexico,102800,44872.5
"Quay County, New Mexico",Quay County, New Mexico,76050,39543
"Rio Arriba County, New Mexico",Rio Arriba County, New Mexico,153050,49754
"Roosevelt County, New Mexico",Roosevelt County, New Mexico,120100,51325
"Sandoval County, New Mexico",Sandoval County, New Mexico,173550,60331.5
"San Juan County, New Mexico",San Juan County, New Mexico,130950,58413
"San Miguel County, New Mexico",San Miguel County, New Mexico,128150,40439
"Santa Fe County, New Mexico",Santa Fe County, New Mexico,272000,62042
"Sierra County, New Mexico",Sierra County, New Mexico,103550,36429
"Socorro County, New Mexico",Socorro County, New Mexico,117850,43833.5
"Taos County, New Mexico",Taos County, New Mexico,218450,44199
"Torrance County, New Mexico",Torrance County, New Mexico,106350,34676.5
"Union County, New Mexico",Union County, New Mexico,86600,40694.5
"Valencia County, New Mexico",Valencia County, New Mexico,127100,46540.5
"Albany County, New York",Albany County, New York,205400,78446
"Allegany County, New York",Allegany County, New York,70600,52668.5
"Bronx County, New York",Bronx County, New York,338500,70894
"Broome County, New York",Broome County, New York,108650,59978.5
"Cattaraugus County, New York",Cattaraugus County, New York,83400,53809
"Cayuga County, New York",Cayuga County, New York,110350,60869.5
"Chautauqua County, New York",Chautauqua County, New York,83750,54267
"Chemung County, New York",Chemung County, New York,99600,60486
"Chenango County, New York",Chenango County, New York,91450,54369.5
"Clinton County, New York",Clinton County, New York,121850,60823.5
"Columbia County, New York",Columbia County, New York,220150,67802
"Cortland County, New York",Cortland County, New York,106850,63888.5
"Delaware County, New York",Delaware County, New York,132000,51099
"Dutchess County, New York",Dutchess County, New York,269950,81385.5
"Erie County, New York",Erie County, New York,127650,64102
"Essex County, New York",Essex County, New York,142950,62304
"Franklin County, New York",Franklin County, New York,100300,56901.5
"Fulton County, New York",Fulton County, New York,106400,57211.5
"Genesee County, New York",Genesee County, New York,105550,58919
"Greene County, New York",Greene County, New York,176350,60830.5
"Hamilton County, New York",Hamilton County, New York,167600,54072.5
"Herkimer County, New York",Herkimer County, New York,95800,55878.5
"Jefferson County, New York",Jefferson County, New York,135300,59924
"Kings County, New York",Kings County, New York,568200,75832.5
"Lewis County, New York",Lewis County, New York,117750,57433.5
"Livingston County, New York",Livingston County, New York,118700,62166.5
"Madison County, New York",Madison County, New York,122700,61940
"Monroe County, New York",Monroe County, New York,137450,66723
"Montgomery County, New York",Montgomery County, New York,101300,55336.5
"Nassau County, New York",Nassau County, New York,444100,104503
"Niagara County, New York",Niagara County, New York,106700,60609.5
"Oneida County, New York",Oneida County, New York,112200,60077
"Onondaga County, New York",Onondaga County, New York,132700,67089.5
"Ontario County, New York",Ontario County, New York,142250,66878.5
"Orange County, New York",Orange County, New York,253200,79834
"Orleans County, New York",Orleans County, New York,89800,51847
"Oswego County, New York",Oswego County, New York,93300,57857
"Otsego County, New York",Otsego County, New York,140400,56728.5
"Putnam County, New York",Putnam County, New York,349700,99885.5
"Queens County, New York",Queens County, New York,449750,75256
"Rensselaer County, New York",Rensselaer County, New York,176300,72495
"Richmond County, New York",Richmond County, New York,441100,83375
"Rockland County, New York",Rockland County, New York,413350,99015.5
"St. Lawrence County, New York",St. Lawrence County, New York,86650,54084.5
"Saratoga County, New York",Saratoga County, New York,221450,78169
"Schenectady County, New York",Schenectady County, New York,164500,70264.5
"Schoharie County, New York",Schoharie County, New York,143450,57628.5
"Schuyler County, New York",Schuyler County, New York,105850,55774.5
"Seneca County, New York",Seneca County, New York,96100,56994
"Steuben County, New York",Steuben County, New York,91200,56192.5
"Suffolk County, New York",Suffolk County, New York,376300,91454
"Sullivan County, New York",Sullivan County, New York,165600,61138.5
"Tioga County, New York",Tioga County, New York,111600,64059.5
"Tompkins County, New York",Tompkins County, New York,175100,73540
"Ulster County, New York",Ulster County, New York,218550,71651
"Warren County, New York",Warren County, New York,187100,64957
"Washington County, New York",Washington County, New York,138900,57876.5
"Wayne County, New York",Wayne County, New York,110450,59167
"Westchester County, New York",Westchester County, New York,502350,110643
"Wyoming County, New York",Wyoming County, New York,101100,58725.5
"Yates County, New York",Yates County, New York,124200,59469
"Alamance County, North Carolina",Alamance County, North Carolina,128150,51174.5
"Alexander County, North Carolina",Alexander County, North Carolina,122950,48983
"Alleghany County, North Carolina",Alleghany County, North Carolina,144950,42507.5
"Anson County, North Carolina",Anson County, North Carolina,77550,37880.5
"Ashe County, North Carolina",Ashe County, North Carolina,144800,45005.5
"Avery County, North Carolina",Avery County, North Carolina,136600,45373.5
"Beaufort County, North Carolina",Beaufort County, North Carolina,116300,50549.5
"Bertie County, North Carolina",Bertie County, North Carolina,77350,38976.5
"Bladen County, North Carolina",Bladen County, North Carolina,84700,38828
"Brunswick County, North Carolina",Brunswick County, North Carolina,179100,52582.5
"Buncombe County, North Carolina",Buncombe County, North Carolina,186050,55432
"Burke County, North Carolina",Burke County, North Carolina,110200,47813
"Cabarrus County, North Carolina",Cabarrus County, North Carolina,158950,60996
"Caldwell County, North Carolina",Caldwell County, North Carolina,105500,43077
"Camden County, North Carolina",Camden County, North Carolina,175350,59479
"Carteret County, North Carolina",Carteret County, North Carolina,193450,56801.5
"Caswell County, North Carolina",Caswell County, North Carolina,101600,44818
"Catawba County, North Carolina",Catawba County, North Carolina,128400,51732.5
"Chatham County, North Carolina",Chatham County, North Carolina,220900,64185
"Cherokee County, North Carolina",Cherokee County, North Carolina,139050,37609
"Chowan County, North Carolina",Chowan County, North Carolina,129500,47735
"Clay County, North Carolina",Clay County, North Carolina,141800,42491.5
"Cleveland County, North Carolina",Cleveland County, North Carolina,102650,47799.5
"Columbus County, North Carolina",Columbus County, North Carolina,81700,43019.5
"Craven County, North Carolina",Craven County, North Carolina,143300,55143.5
"Cumberland County, North Carolina",Cumberland County, North Carolina,122850,54085.5
"Currituck County, North Carolina",Currituck County, North Carolina,209500,62441
"Dare County, North Carolina",Dare County, North Carolina,281650,57554.5
"Davidson County, North Carolina",Davidson County, North Carolina,126500,50035.5
"Davie County, North Carolina",Davie County, North Carolina,162950,54931.5
"Duplin County, North Carolina",Duplin County, North Carolina,88950,44197.5
"Durham County, North Carolina",Durham County, North Carolina,182050,69531.5
"Edgecombe County, North Carolina",Edgecombe County, North Carolina,79750,43968
"Forsyth County, North Carolina",Forsyth County, North Carolina,148350,57907.5
"Franklin County, North Carolina",Franklin County, North Carolina,122950,47521.5
"Gaston County, North Carolina",Gaston County, North Carolina,119000,51860
"Gates County, North Carolina",Gates County, North Carolina,136900,52194.5
"Graham County, North Carolina",Graham County, North Carolina,127800,37260.5
"Granville County, North Carolina",Granville County, North Carolina,127300,57826
"Greene County, North Carolina",Greene County, North Carolina,90850,44219.5
"Guilford County, North Carolina",Guilford County, North Carolina,151650,58241.5
"Halifax County, North Carolina",Halifax County, North Carolina,86550,45179
"Harnett County, North Carolina",Harnett County, North Carolina,121400,50598.5
"Haywood County, North Carolina",Haywood County, North Carolina,160050,49774
"Henderson County, North Carolina",Henderson County, North Carolina,179600,52594.5
"Hertford County, North Carolina",Hertford County, North Carolina,82150,42536
"Hoke County, North Carolina",Hoke County, North Carolina,120700,45097
"Hyde County, North Carolina",Hyde County, North Carolina,95300,53717.5
"Iredell County, North Carolina",Iredell County, North Carolina,157750,56120.5
"Jackson County, North Carolina",Jackson County, North Carolina,177900,48267.5
"Johnston County, North Carolina",Johnston County, North Carolina,132200,56490.5
"Jones County, North Carolina",Jones County, North Carolina,92300,39322.5
"Lee County, North Carolina",Lee County, North Carolina,129500,53724
"Lenoir County, North Carolina",Lenoir County, North Carolina,89600,46342
"Lincoln County, North Carolina",Lincoln County, North Carolina,141850,55974
"McDowell County, North Carolina",McDowell County, North Carolina,97800,42401.5
"Macon County, North Carolina",Macon County, North Carolina,167400,45328
"Madison County, North Carolina",Madison County, North Carolina,149550,46328
"Martin County, North Carolina",Martin County, North Carolina,85700,43453.5
"Mecklenburg County, North Carolina",Mecklenburg County, North Carolina,180250,67994.5
"Mitchell County, North Carolina",Mitchell County, North Carolina,137350,44214.5
"Montgomery County, North Carolina",Montgomery County, North Carolina,92500,44271
"Moore County, North Carolina",Moore County, North Carolina,190450,57923.5
"Nash County, North Carolina",Nash County, North Carolina,111750,51247
"New Hanover County, North Carolina",New Hanover County, North Carolina,212950,63782
"Northampton County, North Carolina",Northampton County, North Carolina,82550,40617.5
"Onslow County, North Carolina",Onslow County, North Carolina,144250,53119.5
"Orange County, North Carolina",Orange County, North Carolina,257700,82802.5
"Pamlico County, North Carolina",Pamlico County, North Carolina,150900,49282
"Pasquotank County, North Carolina",Pasquotank County, North Carolina,147000,55008
"Pender County, North Carolina",Pender County, North Carolina,137450,48496.5
"Perquimans County, North Carolina",Perquimans County, North Carolina,167500,46499
"Person County, North Carolina",Person County, North Carolina,111750,49222.5
"Pitt County, North Carolina",Pitt County, North Carolina,125850,57334
"Polk County, North Carolina",Polk County, North Carolina,194250,51787.5
"Randolph County, North Carolina",Randolph County, North Carolina,116200,48369
"Richmond County, North Carolina",Richmond County, North Carolina,79800,43714.5
"Robeson County, North Carolina",Robeson County, North Carolina,72800,41822
"Rockingham County, North Carolina",Rockingham County, North Carolina,103400,46818.5
"Rowan County, North Carolina",Rowan County, North Carolina,125400,49507.5
"Rutherford County, North Carolina",Rutherford County, North Carolina,106400,42332.5
"Sampson County, North Carolina",Sampson County, North Carolina,90650,45060.5
"Scotland County, North Carolina",Scotland County, North Carolina,79250,39426
"Stanly County, North Carolina",Stanly County, North Carolina,124400,49287.5
"Stokes County, North Carolina",Stokes County, North Carolina,113350,46477
"Surry County, North Carolina",Surry County, North Carolina,113900,44363.5
"Swain County, North Carolina",Swain County, North Carolina,123800,44903
"Transylvania County, North Carolina",Transylvania County, North Carolina,191400,54208.5
"Tyrrell County, North Carolina",Tyrrell County, North Carolina,91950,37184
"Union County, North Carolina",Union County, North Carolina,189250,66353.5
"Vance County, North Carolina",Vance County, North Carolina,96600,43354.5
"Wake County, North Carolina",Wake County, North Carolina,231100,79755.5
"Warren County, North Carolina",Warren County, North Carolina,96900,40327
"Washington County, North Carolina",Washington County, North Carolina,80600,47933.5
"Watauga County, North Carolina",Watauga County, North Carolina,223900,57036
"Wayne County, North Carolina",Wayne County, North Carolina,106600,52191.5
"Wilkes County, North Carolina",Wilkes County, North Carolina,115400,40460
"Wilson County, North Carolina",Wilson County, North Carolina,111850,50181.5
"Yadkin County, North Carolina",Yadkin County, North Carolina,121100,43917.5
"Yancey County, North Carolina",Yancey County, North Carolina,143150,46301.5
"Adams County, North Dakota",Adams County, North Dakota,136100,65251.5
"Barnes County, North Dakota",Barnes County, North Dakota,102300,68974
"Benson County, North Dakota",Benson County, North Dakota,74600,55067
"Billings County, North Dakota",Billings County, North Dakota,149550,84643
"Bottineau County, North Dakota",Bottineau County, North Dakota,126500,67249
"Bowman County, North Dakota",Bowman County, North Dakota,133950,75264
"Burke County, North Dakota",Burke County, North Dakota,128250,84203
"Burleigh County, North Dakota",Burleigh County, North Dakota,194250,77283.5
"Cass County, North Dakota",Cass County, North Dakota,169550,75426
"Cavalier County, North Dakota",Cavalier County, North Dakota,92900,72947
"Dickey County, North Dakota",Dickey County, North Dakota,94500,65729.5
"Divide County, North Dakota",Divide County, North Dakota,95800,63988
"Dunn County, North Dakota",Dunn County, North Dakota,141650,83953
"Eddy County, North Dakota",Eddy County, North Dakota,70850,59323
"Emmons County, North Dakota",Emmons County, North Dakota,81600,54230
"Foster County, North Dakota",Foster County, North Dakota,95900,69146.5
"Golden Valley County, North Dakota",Golden Valley County, North Dakota,109000,58164
"Grand Forks County, North Dakota",Grand Forks County, North Dakota,158500,73560.5
"Grant County, North Dakota",Grant County, North Dakota,82200,53210
"Griggs County, North Dakota",Griggs County, North Dakota,83500,64606
"Hettinger County, North Dakota",Hettinger County, North Dakota,101000,60339
"Kidder County, North Dakota",Kidder County, North Dakota,93400,65335
"LaMoure County, North Dakota",LaMoure County, North Dakota,90200,63612
"Logan County, North Dakota",Logan County, North Dakota,73700,64628
"McHenry County, North Dakota",McHenry County, North Dakota,108050,61351
"McIntosh County, North Dakota",McIntosh County, North Dakota,72050,52443
"McKenzie County, North Dakota",McKenzie County, North Dakota,198850,83437.5
"McLean County, North Dakota",McLean County, North Dakota,133150,67871
"Mercer County, North Dakota",Mercer County, North Dakota,134950,71335.5
"Morton County, North Dakota",Morton County, North Dakota,161300,69935.5
"Mountrail County, North Dakota",Mountrail County, North Dakota,141100,79361
"Nelson County, North Dakota",Nelson County, North Dakota,78950,61121.5
"Oliver County, North Dakota",Oliver County, North Dakota,129000,71750
"Pembina County, North Dakota",Pembina County, North Dakota,79250,61719
"Pierce County, North Dakota",Pierce County, North Dakota,95400,59931.5
"Ramsey County, North Dakota",Ramsey County, North Dakota,100550,63805.5
"Ransom County, North Dakota",Ransom County, North Dakota,102900,65612
"Renville County, North Dakota",Renville County, North Dakota,120850,81042
"Richland County, North Dakota",Richland County, North Dakota,102950,68728.5
"Rolette County, North Dakota",Rolette County, North Dakota,69500,57156.5
"Sargent County, North Dakota",Sargent County, North Dakota,82350,66550.5
"Sheridan County, North Dakota",Sheridan County, North Dakota,69900,52835
"Sioux County, North Dakota",Sioux County, North Dakota,82050,69826.5
"Slope County, North Dakota",Slope County, North Dakota,113600,69487
"Stark County, North Dakota",Stark County, North Dakota,201950,81676.5
"Steele County, North Dakota",Steele County, North Dakota,80800,67591
"Stutsman County, North Dakota",Stutsman County, North Dakota,110750,65990
"Towner County, North Dakota",Towner County, North Dakota,71800,70227.5
"Traill County, North Dakota",Traill County, North Dakota,105300,64269.5
"Walsh County, North Dakota",Walsh County, North Dakota,77250,62554.5
"Ward County, North Dakota",Ward County, North Dakota,186900,72082
"Wells County, North Dakota",Wells County, North Dakota,75100,57030.5
"Williams County, North Dakota",Williams County, North Dakota,200500,102187
"Adams County, Ohio",Adams County, Ohio,84950,46356.5
"Allen County, Ohio",Allen County, Ohio,103850,54080
"Ashland County, Ohio",Ashland County, Ohio,120650,53658.5
"Ashtabula County, Ohio",Ashtabula County, Ohio,103000,47630.5
"Athens County, Ohio",Athens County, Ohio,112100,51307.5
"Auglaize County, Ohio",Auglaize County, Ohio,131550,57269.5
"Belmont County, Ohio",Belmont County, Ohio,92250,52702
"Brown County, Ohio",Brown County, Ohio,111650,50518
"Butler County, Ohio",Butler County, Ohio,150100,65591.5
"Carroll County, Ohio",Carroll County, Ohio,108650,52215
"Champaign County, Ohio",Champaign County, Ohio,119900,56513.5
"Clark County, Ohio",Clark County, Ohio,101750,53667
"Clermont County, Ohio",Clermont County, Ohio,147850,66370
"Clinton County, Ohio",Clinton County, Ohio,116800,55001.5
"Columbiana County, Ohio",Columbiana County, Ohio,100850,52831.5
"Coshocton County, Ohio",Coshocton County, Ohio,94150,49351
"Crawford County, Ohio",Crawford County, Ohio,86600,47879.5
"Cuyahoga County, Ohio",Cuyahoga County, Ohio,119800,59180.5
"Darke County, Ohio",Darke County, Ohio,108800,51666.5
